Prompt;Response;Ground Truth
"𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Samurai I: Musashi Miyamoto
The other two films in the trilogy are and.

Which film has the director who died earlier, Moonlight And Pretzels or Husmandstøsen?";Moonlight And Pretzels;Husmandstøsen
"Philippe Charles, Duke of Anjou
Philippe-Charles of France, Duke of Anjou (5 August 1668 – 10 July 1671) was the fifth child and second son of Louis XIV, King of France and his wife, the Infanta Maria Teresa of Spain, and as such was a ""Fils de France"".

Francis, Duke of Anjou
Francis, Duke of Anjou and Alençon (""Hercule François""; 18 March 1555 – 10 June 1584) was the youngest son of King Henry II of France and Catherine de' Medici.

Prince Philippe, Count of Paris
Prince Philippe of Orléans, Count of Paris (Louis Philippe Albert; 24 August 1838 – 8 September 1894), was the grandson of Louis Philippe I, King of the French. He was the Count of Paris as Orléanist claimant to the French throne from 1848 until his death.

Who is Philippe, Duke Of Anjou's maternal grandfather?";Philip IV of Spain.;Stanisław Leszczyński
"With a Smile
With a Smile could refer to:

Smiles (disambiguation)
smiles are facial expressions. Smiles or SMILES may also refer to:

Smile and the World Smiles with You
Smile and The World Smiles With You is the second full- length album by the post -rock band Sonna.

What is the place of birth of the director of film Smile, Brother, Smile?";Japan.;New York
"Billy Ray Thunder
Billy Ray Thunder( born William Ray Higginbottom) is a bull rider and bareback bronc rider who has been active for nearly 30 years. He is nicknamed"" The Living Legend"".

Coaching legacy of Bob Knight
A number of assistant coaches, players, and managers of Bob Knight have gone on to be head coaches. The following is a list of such people.

Ray Fitzgerald (poet)
Ray Fitzgerald is an American cowboy poet.

Who is the paternal grandfather of Ray Knight (Rodeo Organizer)?";Ray Hunt.;Newel Knight
"Zwide kaLanga
Zwide kaLanga (1758–1825) was the King of the Ndwandwe (Nxumalo) nation from about 1805 to around 1820. He was the son of Langa KaXaba, a Nxumalo king. Legend has it that Zwide's mother, Queen Ntombazi, was a sangoma.

Nukwase Ndwandwe
Nukwase Ndwandwe( c. 1890 – 15 September 1957) was the Queen Mother of Swaziland, aunt of Sobhuza II, and the sister of Lomawa Ndwandwe.

Kyiso
Kyiso (c. 1000–1038) was king of Pagan dynasty from 1021 to 1038. According to the Burmese chronicles, Kyiso was a son of King Nyaung-u Sawrahan but raised by King Kunhsaw Kyaunghpyu. Kunhsaw married Nyuang-u's three chief queens, two of whom were pregnant and subsequently gave birth to Kyiso and Sokkate. Sokkate and Kyiso were raised by Kunhsaw as his own sons. When the two sons reached manhood, they forced Kunhsaw to abdicate the throne and become a monk. Kyiso was an avid hunter, and was killed in a hunting accident near Monywa. He became Yoma Shin Mingaung Nat or a spirit in Burmese folk religion.

Who is Zwelonke Sigcawu's paternal grandfather?";Zwide kaLanga.;Bungeni Zwelidumile Sigcawu
"What Ever Happened to Baby Jane? (film)
Academy Award for Best Actress (Bette Davis, nominee) Academy Award for Best Actor in a Supporting Role (Victor Buono, nominee) Academy Award for Best Costume Design, Black and White (Norma Koch, winner) Academy Award for Best Cinematography, Black and White (Ernest Haller, nominee) Academy Award for Best Sound (Joseph D. Kelly, nominee) BAFTA Award for Best Foreign Actress (Crawford, nominee) BAFTA Award for Best Foreign Actress (Davis, nominee) Golden Globe Award for Best Actress - Motion Picture Drama (Davis, nominee) Golden Globe Award for Best Supporting Actor - Motion Picture (Buono, nominee) Laurel Award for Golden Laurel for Sleeper of the Year (Winner) Golden Palm -- 1963 Cannes Film Festival (nominee)

What Ever Happened to Baby Jane? (film)
Academy Award for Best Actress (Bette Davis, nominee) Academy Award for Best Supporting Actor (Victor Buono, nominee) Academy Award for Best Costume Design, Black and White (Norma Koch, winner) Academy Award for Best Cinematography, Black and White (Ernest Haller, nominee) Academy Award for Best Sound (Joseph D. Kelly, nominee) BAFTA Award for Best Foreign Actress (Crawford, nominee) BAFTA Award for Best Foreign Actress (Davis, nominee) Golden Globe Award for Best Actress - Motion Picture Drama (Davis, nominee) Golden Globe Award for Best Supporting Actor - Motion Picture (Buono, nominee) Laurel Award for Golden Laurel for Sleeper of the Year (Winner) Golden Palm -- 1963 Cannes Film Festival (nominee)

Medal of Honor: Pacific Assault
Medal of Honor: Pacific Assault is a first-person shooter video game, the story of which takes place during the Pacific War. It is the 7th installment of the ""Medal of Honor"" series.

Where was the director of film Medal Of Honor (Film) born?";The director of the film Medal of Honor was born in New Zealand.;Petroșani
"Master of the Death of the Virgin
Three anonymous artists have been called Master of the Death of the Virgin, after works depicting the Death of the Virgin Mary:

The Painter (disambiguation)
The Painter may refer to:

List of Belgian painters
This is a list of Belgian painters. Where available, it includes the painter's place and year of birth; the place and year of death; and painting style. For painters from this region before 1830, see List of Flemish painters.

Where was the place of death of the composer of song The Old Master Painter?";Suffern, New York;Nashville
"Raja Rani (1942 film)
Raja Rani is a Bollywood film. It was released in 1942.

Ghar Ki Rani
Ghar Ki Rani is a 1940 Bollywood film directed by and starring Master Vinayak.

Hadh Kar Di Aapne
Hadh Kar Di Aapne is a 2000 Indian Hindi comedy film directed by Manoj Agrawal. The film stars Govinda and Rani Mukerji.

Who is Rani Mukerji's father-in-law?";Yash Chopra.;Yash Chopra
"Bob Hawk
Bob Hawk (December 15, 1907 - July 4, 1989) was an American radio quizmaster and comic whose early work in radio set the standard for the ""man in the street” interviews.

A Man Called Hawk
On the air for just thirteen episodes, ""A Man Called Hawk"" starred Avery Brooks as the title character, who has relocated from Boston to his hometown, Washington, D.C. The series co-starred actor Moses Gunn, who portrayed a father figure to Hawk known only as ""Old Man"".

Hawk (nickname)
As a nickname, Hawk or The Hawk may refer to:

Who was born later, H. Hawkline or Jimmy Kennedy?";H. Hawkline;H. Hawkline
"Don't Call Me
Do n't Call Me

Live and Let Die
Live and Let Die may refer to:

You're a Mean One, Mr. Grinch
Jim Carrey sang this song in the 2000 live action film adaptation, Dr. Seuss' How the Grinch Stole Christmas, as the Grinch himself.

Where did the composer of song Let'S Call The Whole Thing Off die?";Los Angeles.;Hollywood
"Crystal City
Crystal City is the name of:

Crystal Theater
Crystal Theater and Crystal Theatre may refer to:

Crystal Night (album)
Crystal Night is an album by Attacco Decente. It was the band's second and last album, released in 1996 on All Or Nothing Records.

What is the place of birth of the director of film Crystal Nights?";Germany;Athens
"Eskimo Nell (film)
Eskimo Nell, also known as"" The Ballad of Eskimo Nell"" and as"" The Sexy Saga of Naughty Nell and Big Dick"", is a 1975 British film directed by Martin Campbell and produced by Stanley Long. Though inspired by"" The Ballad of Eskimo Nell"", the movie owes little to the original bawdy song.

The Flame of the Yukon
The Flame of the Yukon is the title of two silent films:

Who Killed Bambi? (2003 film)
Who Killed Bambi? is a 2003 French thriller film directed by Gilles Marchand. In this film, a doctor and a nursing student investigate the mysterious disappearances taking place at their hospital.

Which film has the director died later, The True Story Of Eskimo Nell or Flame Of Stamboul?";"The director of ""The True Story of Eskimo Nell"" died later.";The True Story Of Eskimo Nell
"Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

The Devil Probably
The Devil Probably  is a 1977 French drama film by director Robert Bresson. It was entered into the 27th Berlin International Film Festival, where it won the Silver Bear - Special Jury Prize. Besides ""Les Anges du péché"", it's Bresson's only film not adapted from or based on a previous work. German film director Rainer Werner Fassbinder was on that particular jury, and championed Bresson's film: Robert Bresson's ""Le Diable probablement "" ... is the most shattering film I've seen this Berlin Festival. I think it's a major film . [I]n the future—and this world will probably last for another few thousand years—this film will be more important than all the rubbish which is now considered important but which never really goes deep enough The questions Bresson asks will never be unimportant."" The critic J. Hoberman described the movie with one sentence: A Dostoyevskian story of a tormented soul, presented in the stylized manner of a medieval illumination.

Chris Marker
Chris Marker (29 July 1921 – 29 July 2012) was a French writer, photographer, documentary film director, multimedia artist and film essayist. His best known films are ""La Jetée"" (1962), ""A Grin Without a Cat"" (1977) and ""Sans Soleil"" (1983). Marker is usually associated with the Left Bank subset of the French New Wave, that occurred in the late 1950s and 1960s, and included such other filmmakers as Alain Resnais, Agnès Varda and Jacques Demy. His friend and sometime collaborator Alain Resnais called him ""the prototype of the twenty-first-century man."" Film theorist Roy Armes has said of him: ""Marker is unclassifiable because he is unique... The French Cinema has its dramatists and its poets, its technicians, and its autobiographers, but only has one true essayist: Chris Marker.""

Which film has the director born later, The Mystic Masseur or The Rewrite?";"""The Rewrite""";The Rewrite
"Slightly French
Slightly French is a 1949 American musical comedy film directed by Douglas Sirk and starring Dorothy Lamour, Don Ameche and Janis Carter. The screenplay concerns a Hollywood director who recruits an American singer.

French Film
French Film is a 2008 British comedy film directed by Jackie Oudney and starring Anne- Marie Duff, Hugh Bonneville, Victoria Hamilton, Douglas Henshall and Eric Cantona. The film was shot in Spring 2007 at various locations around London including Waterloo station and the BFI Southbank.

Who'll Stop the Rain
The Saigon scenes were filmed on a set in Mexico. There was a casting advertisement in Mexico City for people of any Asian background to represent the Vietnamese.

When was the director of film Slap Her... She'S French born?";1966;October 20, 1952
"New Hope Christian Fellowship
New Hope Christian Fellowship, based in Honolulu, Hawaii, is a chartered church of the International Church of the Foursquare Gospel. Started by Pastor Wayne Cordeiro in 1996, New Hope has approximately 14,500 attendees each week with five locations on Oahu and more than 100 affiliate churches worldwide. New Hope International is the leadership training and church planting arm of New Hope.

Cathedral of Hope
Cathedral of Hope may refer to:

Lake Hope
Lake Hope or Hope Lake can refer to:

Are Hopen Church and Spind Church located in the same country?";No.;yes
"Erik Norkroos
Erik Norkroos (born 1 October 1969 in Tallinn) is an Estonian cinematographer, producer, editor and director. Between 1993-1997 studied cinematography (master Arvo Iho) at the Tallinn Pedagogical Institute nowadays known as Baltic Film and Media School, Tallinn University.
Producing documentaries at Rühm Pluss Null/Missing Pictures and Umberto Productions.

Sunil Kariattukara
Sunil Kariattukara is a filmmaker from Kerala.

Kira Jääskeläinen
Kira Jääskeläinen (b. 1979 Warsaw, Poland) is a Finnish-Polish documentary film director.

Do director of film Njaan and director of film Oorummadi Brathukulu share the same nationality?";No.;yes
"While shepherds watched their flocks
``While Shepherds Watched Their Flocks ''is a Christmas carol describing the Annunciation to the Shepherds, with words attributed to Irish hymnist, lyricist and England's Poet Laureate Nahum Tate.

The Shepherd's Song
”The Shepherd’s Song” is a song written by the English composer Edward Elgar in 1892. The words are by Barry Pain. The manuscript is dated 22 August 1892. The song was first published in 1895 by Tuckwood as his Op. 16 No.1, then in 1896 by Ascherberg. It was re-published in 1907 by Ascherberg, Hopwood & Crew, as the last of the ""Seven Lieder of Edward Elgar"" (with English and German words). The song may be the same as that called ""Muleteer's Song"" for which permission was obtained from Barry Pain to use the words on 3 March 1894.

Moses and the Shepherd
Moses and the Shepherd may refer to:

Where did the composer of song The Shepherd On The Rock die?";Salzburg;Vienna
"Škoda Auto
Of course, that the Škoda became such a figure of fun was in part due to its ubiquity on Britain's roads. The company must have been doing something right.

Where Was I
"" Where Was I?"" may refer to:

California Automobile Company
The California was an automobile company located in San Francisco, California, from 1900–1902. It promised prices 100–300 dollars less than other auto companies. They also stated, in 1902, that ""Our factory, where your machine is made, is at your disposal for any repairs or breakage. These can be attended to without the troublesome delays necessarily encountered when dealing with Eastern firms.""

Where was the place of death of the founder of Western Auto?";Kansas.;California
"Triam Udom Suksa Pattanakarn School
Triam Udom Suksa Pattanakarn School (, commonly abbreviated as Triampat, is a high school located in Bangkok, Thailand. It admits lower-secondary and upper-secondary students (""mathayom"" 1–6, equivalent to grades 7–12). Founded in 1978 as a campus school of Triam Udom Suksa School, Bangkok, Thailand which is preparatory school for Chulalongkorn University. Triam Udom Suksa Pattanakarn School has among the top 3 highest university entry rates for Thai high-schools, and its students consistently score among the top in national standardized tests.

Triam Udom Suksa Pattanakarn School
Triam Udom Suksa Pattanakarn School( commonly abbreviated as Triampat, is a high school located in Bangkok, Thailand. It admits lower- secondary and upper-secondary students("" mathayom"" 1 – 6, equivalent to grades 7–12). Founded in 1978 as a campus school of Triam Udom Suksa School, Bangkok, Thailand which is preparatory school for Chulalongkorn University. Triam Udom Suksa Pattanakarn School has among the top 3 highest university entry rates for Thai high- schools, and its students consistently score among the top in national standardized tests.

Horwang School
Horwang School is a state school located in Bangkok, Thailand.

Which school was opened first, Carlisle School or Triam Udom Suksa School?";Triam Udom Suksa School.;Triam Udom Suksa School
"Planet of the Apes
Planet of the Apes Created by Pierre Boulle Original work La Planète des singes (1963) Print publications Novel (s) La Planète des singes (1963) Comics List of comics Films and television Film (s) Original series Planet of the Apes (1968) Beneath the Planet of the Apes (1970) Escape from the Planet of the Apes (1971) Conquest of the Planet of the Apes (1972) Battle for the Planet of the Apes (1973) Remake Planet of the Apes (2001) Reboot series Rise of the Planet of the Apes (2011) Dawn of the Planet of the Apes (2014) War for the Planet of the Apes (2017) Television series Planet of the Apes (1974) Return to the Planet of the Apes (1975 -- 1976) Games Video game (s) Planet of the Apes (2001) Revenge of the Apes (2003) Planet of the Apes: Last Frontier (2017)

What Ever Happened to Baby Jane? (film)
Academy Award for Best Actress (Bette Davis, nominee) Academy Award for Best Supporting Actor (Victor Buono, nominee) Academy Award for Best Costume Design, Black and White (Norma Koch, winner) Academy Award for Best Cinematography, Black and White (Ernest Haller, nominee) Academy Award for Best Sound (Joseph D. Kelly, nominee) BAFTA Award for Best Foreign Actress (Crawford, nominee) BAFTA Award for Best Foreign Actress (Davis, nominee) Golden Globe Award for Best Actress - Motion Picture Drama (Davis, nominee) Golden Globe Award for Best Supporting Actor - Motion Picture (Buono, nominee) Laurel Award for Golden Laurel for Sleeper of the Year (Winner) Golden Palm -- 1963 Cannes Film Festival (nominee)

What Ever Happened to Baby Jane? (film)
Academy Award for Best Actress (Bette Davis, nominee) Academy Award for Best Actor in a Supporting Role (Victor Buono, nominee) Academy Award for Best Costume Design, Black and White (Norma Koch, winner) Academy Award for Best Cinematography, Black and White (Ernest Haller, nominee) Academy Award for Best Sound (Joseph D. Kelly, nominee) BAFTA Award for Best Foreign Actress (Crawford, nominee) BAFTA Award for Best Foreign Actress (Davis, nominee) Golden Globe Award for Best Actress - Motion Picture Drama (Davis, nominee) Golden Globe Award for Best Supporting Actor - Motion Picture (Buono, nominee) Laurel Award for Golden Laurel for Sleeper of the Year (Winner) Golden Palm -- 1963 Cannes Film Festival (nominee)

What is the place of birth of the composer of film The Charming Young Lady (Film)?";France.;Moravské Budějovice
"Beatrice I, Abbess of Quedlinburg
Beatrice I, also known as Beatrice of Franconia (1037 – 13 July 1061), was Abbess of Gandersheim Abbey from 1043 and Princess-Abbess of Quedlinburg Abbey from 1044 until her death. Beatrix was born in Italy towards the end of 1037 as the only child of the Holy Roman Emperor Henry III and his first wife, Gunhilda of Denmark, who died about six months after Beatrice's birth.

Beatrice I, Countess of Burgundy
Beatrice I (1143 – 15 November 1184) was Countess of Burgundy from 1148 until her death, and was also Holy Roman Empress by marriage to Frederick Barbarossa. She was crowned empress by Antipope Paschal III in Rome on 1 August 1167, and as Queen of Burgundy at Vienne in August 1178.

Beatrice of Naples
Beatrice of Naples (16 November 1457 – 23 September 1508), also known as Beatrice of Aragon , was twice Queen of Hungary and of Bohemia by marriage to Matthias Corvinus and Vladislaus II. She was the daughter of Ferdinand I of Naples and Isabella of Clermont.

Where did Beatrice Of Bohemia's husband die?";Vienna;Brandenburg an der Havel
"Film manifesto
There have been a number of manifestos related to film. These propose the author/ s feelings and briefing on the how and why of film:

Philosophy of film
The philosophy of film is a branch of aesthetics within the discipline of philosophy that seeks to understand the most basic questions regarding film. Philosophy of film has significant overlap with film theory, a branch of film studies.

Ekti Cinemar Golpo
Ekti Cinemar Golpo is a 2018 Bangladeshi film starring Indian actress Rituparna Sengupta and Bangladeshi stars Alamgir, Champa and Arifin Shuvo. Alamgir himself produced and directed the film. The film was released on April 13, 2018. This movie is about the people involved with the film industry. The story revolves around the life of a film director his wife is an actress and an inspiring actor. After the launch the movie won five Bangladesh's national awards.

What is the place of birth of the director of film The Admirer?";Bangladesh.;Kishinev
"Archduchess María of Austria (b. 1967)
Archduchess María of Austria( née Princess María of Bourbon- Two Sicilies; born 5 April 1967) is a princess of Bourbon- Two Sicilies and the wife of Archduke Simeon of Austria.

Archduchess Maria of Austria (b. 1935)
Princess ""Maria"" Aloisia Josephine Consolata Immaculata Benedicta Theresia Antonia Johanna Carla Conrada Leonharda of Löwenstein-Wertheim-Rosenberg (6 November 1934 – 20 November 2017) was a Princess of Löwenstein-Wertheim-Rosenberg and a member of the House of Löwenstein-Wertheim-Rosenberg by birth, and through her marriage to Archduke Joseph Árpád of Austria, an Archduchess of Austria.

Prince Aloys of Liechtenstein
Prince Aloys of Liechtenstein (Aloys Gonzaga Maria Adolf; 17 June 1869 in Hollenegg – 16 March 1955 in Vaduz) was the son of Prince Alfred of Liechtenstein (1842–1907) and Princess Henriette of Liechtenstein (1843–1931), daughter of Alois II of Liechtenstein. The maternal nephew and first cousin of Franz I of Liechtenstein, Prince Aloys renounced his rights to the succession on 26 February 1923, in favor of his son Franz Joseph II.

Who is Archduchess Maria Antonia Of Austria (1899–1977)'s maternal grandfather?";Alois II of Liechtenstein.;Carlos, Duke of Madrid
"Film manifesto
There have been a number of manifestos related to film. These propose the author/ s feelings and briefing on the how and why of film:

Philosophy of film
The philosophy of film is a branch of aesthetics within the discipline of philosophy that seeks to understand the most basic questions regarding film. Philosophy of film has significant overlap with film theory, a branch of film studies.

Climate change, industry and society
This article is about climate change, industry and society.

Where did the director of film Carbon (Film) study?";Australia.;Film and Television Institute of India
"The Merry Wives of Windsor (disambiguation)
The Merry Wives of Windsor is an English play by William Shakespeare which was first published in 1602. The Merry Wives of Windsor may also refer to:

Planet of the Apes
Planet of the Apes Created by Pierre Boulle Original work La Planète des singes (1963) Print publications Novel (s) La Planète des singes (1963) Comics List of comics Films and television Film (s) Original series Planet of the Apes (1968) Beneath the Planet of the Apes (1970) Escape from the Planet of the Apes (1971) Conquest of the Planet of the Apes (1972) Battle for the Planet of the Apes (1973) Remake Planet of the Apes (2001) Reboot series Rise of the Planet of the Apes (2011) Dawn of the Planet of the Apes (2014) War for the Planet of the Apes (2017) Television series Planet of the Apes (1974) Return to the Planet of the Apes (1975 -- 1976) Games Video game (s) Planet of the Apes (2001) Revenge of the Apes (2003) Planet of the Apes: Last Frontier (2017)

Questions!/Answers?
What is the importance of history in designers and architects life?

What is the place of birth of the director of film The Merry Wives?";"History helps inform their designs.

No information provided about the director's birthplace.";Hradec Králové
"𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Mrs. Bernard Beere
Fanny Mary Whitehead was an English actress in the mid 19th century. She was also known, after her marriage as Fanny Bernard-Beere, and Mrs. Bernard Beere. Fanny was born October 5, 1851 in King's Lynn, Norfolk, England. She was the daughter of Francis Wilby Whitehead, who was listed on the 1861 England census as an ""Artist and Picture Dealer"". Her birth was the result of an affair - it is family lore that her mother was a housekeeper who died shortly after her birth, but it is unknown who this woman could be, since Francis Wilby didn't seem to have any servants. Francis Wilby Whitehead's wife, Elizabeth Jane Jarrold, left him in 1855 because of ""his drunkenness and other causes"" (adultery) and took her children, except for their son, Francis Wilby, Jr., and emigrated to America. In the 1861 England Census, he is shown as living with his common law wife, Mary Elizabeth Linford, her son James, Francis Wilby, Jr., and Fanny Mary. Francis Wilby Whitehead died in 1862, when Fanny was just 11 years old.

Thomas Rutherford Bacon
Thomas Rutherford Bacon came from a family of preachers: he was the son of Leonard Bacon and the brother of Leonard Woolsey Bacon, Edward Woolsey Bacon (of New London, Connecticut), and George B. Bacon, all Congregational preachers.

Who died later, Henry Norrström or Wilford Bacon Hoggatt?";Wilford Bacon Hoggatt died later.;Henry Norrström
"Where Are You My Love?
Where Are You My Love? may refer to:

Where Has Love Gone?
Where Has Love Gone? may refer to:

Where Has Love Gone? (album)
Where Has Love Gone? is a studio album by Sofia Rotaru, recorded at Melodiya in the USSR. The album consists of soundtracks to the film"" Where Has Love Gone?"".

Where was the place of death of the composer of song Love Is Here To Stay?";Los Angeles, California.;Hollywood
"List of most expensive films
Due to the secretive nature of Hollywood accounting it is not clear which film is the most expensive film ever made. Pirates of the Caribbean: On Stranger Tides officially holds the record with a budget of $378.5 million, while The Hobbit trilogy stands as the most expensive back - to - back film production with combined costs of $623 million after tax credits.

The Fate of the Furious
Release date April 4, 2017 (2017 - 04 - 04) (Berlin) April 14, 2017 (2017 - 04 - 14) (United States)

Universal Pictures
As of 2015, Universal is the only studio to have released three billion-dollar films in one year; this distinction was achieved in 2015 with Furious 7, Jurassic World and Minions.

Which film was released first, Failure To Launch or Mako: The Jaws Of Death?";Mako: The Jaws Of Death;Mako: The Jaws Of Death
"Hans Bielenstein
Hans Henrik August Bielenstein (8 April 1920 − 8 March 2015) was a Swedish sinologist and Dean Lung Professor Emeritus from Columbia University specialising in the history of the Han Dynasty.

Bieler Bros. Records
Bieler Bros. Records was formed in January 2002 by brothers Aaron and Jason Bieler. The label was aligned with MCA Records before becoming independent.

Kunsthalle Bielefeld
The Kunsthalle Bielefeld is a modern and contemporary art museum in Bielefeld, Germany. It was designed by Philip Johnson in 1968, and paid for by the businessman and art patron Rudolf August Oetker.

Where does Bernhard Bielenstein's father work at?";Columbia University.;St. Petersburg Academy of Sciences
"Friedrich Wilhelm, Prince of Hohenzollern
Friedrich Wilhelm, Prince of Hohenzollern( 3 February 1924 – 16 September 2010) was the head of the Princely House of Hohenzollern for over 45 years.

Prince Friedrich Wilhelm of Prussia
Prince Friedrich Wilhelm of Prussia( 12 July 18809 March 1925) was a member of the House of Hohenzollern, great- grandson of Frederick William III of Prussia.

Prince Ferdinand of Hohenzollern
Prince Ferdinand of Hohenzollern (Ferdinand Maria Fidelis Leopold Meinrad Valentin; born 14 February 1960) is the youngest of three children of Friedrich Wilhelm, Prince of Hohenzollern and his wife Princess Margarita of Leiningen.

What is the place of birth of Frederick, Prince Of Hohenzollern's mother?";Karlsruhe, Germany.;Zürich
"Where Are You? (1937 song)
"" Where Are You?"" is a popular song composed by Jimmy McHugh, with lyrics by Harold Adamson. The song was written for the 1937 film"" Top of the Town"" and was originally performed by Gertrude Niesen. Niesen also made a commercial recording of the song for Brunswick Records and this was popular. "" Where Are You?"" has been recorded by many performers.

Where Was I
"" Where Was I?"" may refer to:

Northwest Passage
The first recorded attempt to discover the Northwest Passage was the east - west voyage of John Cabot in 1497, sent by Henry VII in search of a direct route to the Orient. In 1524, Charles V sent Estêvão Gomes to find a northern Atlantic passage to the Spice Islands. An English expedition was launched in 1576 by Martin Frobisher, who took three trips west to what is now the Canadian Arctic in order to find the passage. Frobisher Bay, which he first charted, is named after him.

Where was the place of death of the performer of song Northwest Passage (Song)?";Mount Seymour, British Columbia, Canada;Greater Cincinnati Airport
"Whipped (film)
Whipped is a 2000 comedy film directed by Peter M. Cohen and starring Amanda Peet, Brian Van Holt, Jonathan Abrahams, Zorie Barber, and Judah Domke.

Machine Gun Preacher
Filming commenced in June 2010 in Michigan. The film had a gala premiere at the Toronto International Film Festival on September 11, 2011 and limited release on September 23, 2011.

Tommy Pistol
Tommy Pistol( born July 2, 1976) is the stage name of American adult film actor and director Aramis Sartorio. He is known for his porn parody work, most notably as the lead actor"" Evil HeadPee- Wee's XXX Adventure: A Porn Parody Taxi Driver"", and"" Suicide Squad: An Axel Braun Parody""

Where was the director of film Pistol Whipped born?";Peter M. Cohen was born in New York.;Dutch
"Kasia Smutniak
Kasia Smutniak( full name Katarzyna Anna Smutniak born 13 August 1979 at Piła) is a Polish actress and model. She starred in the movie"" From Paris with Love"". She speaks fluent Polish, Russian, English and Italian.

Polish-Russian War (film)
Polish- Russian War( Wojna polsko- ruska) is a 2009 Polish film directed by Xawery Żuławski based on the novel Polish- Russian War under the white- red flag by Dorota Masłowska.

Bolshaya Pyora
Did you mean:

Which country Roman Smoluchowski's father is from?";Poland;Austro-Hungarian Empire
"Who Is Running?
Who is Running? ( or"" Ta fa likit"") is a 1997 Thai drama film directed by Oxide Pang Chun. The directorial debut of Oxide Pang, it was Thailand's official entry to the Academy Awards in 1998.

Kab? Kyoon? Aur Kahan?
Kab? Kyoon? Aur Kahan? is a 1970 Bollywood mystery film directed by Arjun Hingorani. The film stars Dharmendra, Babita and Pran. It is inspired by the French classic film Les Diaboliques( film)( 1955), including the bathtub scene.

Bharla Malwat Rakhtaana
Bharla Malwat Rakhtaana , (meaning: ""Blood Filled Forehead"") is a 2014 Marathi film directed by Anup Jagdale. Vignaharta Productions has produced the film and is said to be a remake of 1988 Hindi film Khoon Bhari Maang.

Which film has the director who died later, Akhono Onek Raat or Bitter Rice?";Bitter Rice;Akhono Onek Raat
"Venom (1971 film)
Venom( also known as The Legend of Spider Forest, and Spider's Venom) is a 1971 British horror film directed by Peter Sykes in his directorial debut.

Rattlesnake
An estimated 7,000 to 8,000 people are bitten by venomous snakes in the United States each year, with about five deaths. The most important factor in survival following a severe envenomation is the time elapsed between the bite and treatment. Most deaths occur between six and 48 hours after the bite. If antivenom treatment is given within two hours of the bite, the probability of recovery is greater than 99%.

Ennaalum Sarath..?
Ennaalum Sarath ..? is a 2018 Indian Malayalam- language suspense drama film written and directed by Balachandra Menon and starring himself along with debutants Charlie Joe, Nitya Naresh, and Parvathy Arun. The film was released on 27 July 2018.

Which film has the director died later, Five Deadly Venoms or Asthram?";"The director of ""Asthram"" died later.";Asthram
"Here Comes the Bride
Here Comes the Bride may refer to:

D.I.Y.C.D.
D.I.Y.C.D is an anthology released by power violence pioneers Man Is the Bastard in 1995.

The Wedding
The Wedding may refer to:

Where did the director of film The Bride Came C.O.D. die?";Los Angeles.;New York
"Cleaner (film)
Cleaner is a 2007 American thriller film directed by Renny Harlin, and starring Samuel L. Jackson, Ed Harris, Keke Palmer and Eva Mendes.

Where Is Freedom?
Where Is Freedom? is a 1954 Italian comedy-drama film directed by Roberto Rossellini. The film had a troubled production because, after shooting some scenes, Rossellini lost interest in the film and abandoned the set. The work was completed after about a year, mainly from Mario Monicelli, with some scenes also shot by Lucio Fulci and Federico Fellini. Despite that, Rossellini is the sole credited director of the film.

Joaquín Oristrell
Joaquín Oristrell (born 1953, in Barcelona) is a Spanish film director and screenwriter. He has written scripts to Manuel Gutiérrez Aragón, Fernando Colomo and others directors before his film debut in 1997 with (¿De qué se ríen las mujeres? United States: DVD title, What Makes Women Laugh?)

Where was the director of film Code Name: The Cleaner born?";Barcelona.;Albuquerque, New Mexico
"The Notebook (2013 Hungarian film)
The Notebook is a 2013 Hungarian drama film directed by János Szász. It is based on the first novel, of the same name, of the 1986 prize winning trilogy by Ágota Kristóf.

Do You Remember Me? (film)
Do You Remember Me? is a 2014 Italian romantic comedy film directed by Rolando Ravello. It is based on a stage play with the same name. For his performance in this film Edoardo Leo was nominated for Nastro d'Argento for best actor.

Questions!/Answers?
What is the importance of history in designers and architects life?

Which country the director of film The Notebooks Of Memory is from?";"The director of the film ""The Notebooks of Memory"" is from Italy.
";French
