Prompt;Response;Ground Truth
Which film has the director who is older, Shootin' For Love or The Other Life Of Captain Contreras?;Shootin' For Love.;Shootin' For Love
Which film has the director who died later, Panam Paduthum Padu or Secret Enemies?;Panam Paduthum Padu;Panam Paduthum Padu
Do both films, They Didn'T Know and North Of The Border (Film), have the directors who are from the same country?;Yes;no
Which country David Barclay Of Cheapside's father is from?;Scotland.;America
Which film has the director born later, Gene Autry And The Mounties or Sunday'S Illness?;Sunday's Illness.;Sunday'S Illness
What is the place of birth of Bea Ballard's father?;China.;Shanghai
Which film has the director who died earlier, Love That Brute or Laughing Heirs?;Laughing Heirs;Laughing Heirs
Who is the spouse of the director of film The Second Awakening Of Christa Klages?;Jaschi Klein.;Volker Schlöndorff
Who is the maternal grandfather of Edmund Stafford, 5Th Earl Of Stafford?;Edward III.;Thomas de Beauchamp
Who is William Paulet, 4Th Marquess Of Winchester's paternal grandmother?;Eleanor Brandon.;Elizabeth Willoughby
Where was the place of burial of Lucy Beall Candler Owens Heinz Leide's father?;Westview Cemetery.;Georgia
Where was the director of film Inconceivable (2008 Film) born?;USA;Northern Ireland
Which film has the director who was born first, Bhavesh Joshi Superhero or Hellboy Ii: The Golden Army?;Hellboy II: The Golden Army.;Hellboy Ii: The Golden Army
Which film has the director who is older, Space Probe Taurus or Tom Mix In Arabia?;Space Probe Taurus.;Tom Mix In Arabia
Which country Şehzade Ömer Hilmi's father is from?;Turkey.;Ottoman Empire
Which country the director of film Shocking Asia Ii: The Last Taboos is from?;Germany.;Austria
Which film has the director born first, The Bong Connection or The Whole Shootin' Match?;The Whole Shootin' Match.;The Whole Shootin' Match
Where was the performer of song Rewind (Find A Way) born?;Ontario, Canada.;Wolverhampton
Who is Anne De Laval, Viscountess Of Thouars's paternal grandfather?;Jean II de Laval.;Jean de Laval
Which film has the director born later, La Soif De L'Or or Forelsket I København?;Forelsket I København.;Forelsket I København
Which film was released more recently, In The Country Of Juliets or Requiem For A Dream?;In The Country Of Juliets.;Requiem For A Dream
Who is older, Boris Mavashev or Geraldo Vandré?;Geraldo Vandré.;Geraldo Vandré
Who is younger, Lo Hsiao-Ting or Basil Hoffman?;Lo Hsiao-Ting.;Lo Hsiao-Ting
Which film was released first, Sunset In Naples or The Storm Rider?;Sunset In Naples.;Sunset In Naples
Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?;No.;yes
Which film has the director who was born earlier, All About Anna or Spy Today, Die Tomorrow?;All About Anna.;Spy Today, Die Tomorrow
Who was born first out of Marco Donadel and Carrie Finlay?;Marco Donadel.;Marco Donadel
Where was the composer of song Unravel born?;Tokyo, Japan.;Reykjavík
Where was the director of film Meet Me On Broadway born?;New York City.;New York
Where did Carlos Bee's father die?;In the Philippines.;San Antonio
Where was the father of Eugene Fubini born?;Italy.;Venice
Who is Alberic Ii Of Spoleto's maternal grandmother?;Adelchis of Benevento.;Theodora
Which film was released more recently, An Unreasonable Man or Lay The Favorite?;"""Lay The Favorite""";Lay The Favorite
What nationality is Ameena Begum's husband?;Bengali;Indian
Who was born later, Paolo Marcellini or Dean Evans?;Dean Evans;Dean Evans
Who is the paternal grandfather of Alexandru Coconul?;Unknown.;Mihnea Turcitul
Where was the place of death of the director of film Judith Therpauve?;Paris;Paris
Who was born later, Richard Longstreth or Jenny Algelid-Bengtsson?;Jenny Algelid-Bengtsson.;Jenny Algelid-Bengtsson
Who is the father of Auguste-Théodore-Paul De Broglie?;Victor de Broglie.;Victor de Broglie
Which film has the director died first, Face In The Rain or Above The Rim?;Above The Rim;Face In The Rain
Who is the mother-in-law of Maria Caroline Gibert De Lametz?;Caroline Murat.;Louise d'Aumont
Where was the place of death of the director of film Foma Gordeyev (Film)?;Moscow, Russia.;Moscow
Which film was released earlier, The Pride And The Passion or Lamhe?;The Pride And The Passion.;The Pride And The Passion
Are Sand River (Limpopo) and Dennis Creek both located in the same country?;Yes.;no
What is the place of birth of the performer of song Outta My Head (Leona Lewis Song)?;London, England.;London
Which film has the director died earlier, The Stolen Airship or Day Of The Badman?;"The director of ""The Stolen Airship"" died earlier.";Day Of The Badman
Which film whose director is younger, Kiladigalu or He'S My Girl?;Kiladigalu.;Kiladigalu
Which award the performer of song In 20-0-3 earned?;Grammy Award;Grammy
Was Lupe Anguiano or Philippe Close born first?;Lupe Anguiano.;Lupe Anguiano
Which film was released earlier, Yohan: The Child Wanderer or A Nightmare On Elm Street 4: The Dream Master?;A Nightmare On Elm Street 4: The Dream Master.;A Nightmare On Elm Street 4: The Dream Master
Which film came out first, The Greatest Thing In Life or Den Of Lions?;The Greatest Thing In Life.;The Greatest Thing In Life
Who died earlier, Samson Occom or Imre Wampetich?;Samson Occom.;Samson Occom
Who is the mother-in-law of Ada Of Scotland?;Eleanor of Castile.;Sophia of Rheineck
Where was the director of film Driftwood (2006 Film) born?;Tim Sullivan was born in Long Island, New York.;Plainfield
Which magazine was published first, Graphotism or Amiga World?;Amiga World.;Amiga World
Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?;Khud-Daar.;Murderer In The Fog
Where was the place of death of the composer of song Bidin' My Time?;Hollywood, California.;Hollywood
Do both Those Merry Souls and The Last Starfighter films have the directors from the same country?;No.;no
Which film has the director died first, Mandela And De Klerk or The Bride Came C.O.D.?;The Bride Came C.O.D.;The Bride Came C.O.D.
Who was born first, Botir Qoraev or István Ujhelyi?;Botir Qoraev.;István Ujhelyi
Which film has the director died earlier, Miracle Of Marcelino or The Accompanist?;Miracle of Marcelino.;Miracle Of Marcelino
Which film has the director born earlier, Step Into Liquid or Seasons Of Our Love?;Step Into Liquid.;Seasons Of Our Love
Who is Louis X Of France's maternal grandfather?;King Philip III of France.;Henry I of Navarre
Who is the spouse of the performer of song Missing My Baby?;Aaliyah's spouse was R. Kelly.;Chris Pérez
Where was the place of death of Nancy Kassebaum's father?;Mexico.;Topeka
Which film has the director who was born later, Light In The High Plains or On A Half Clear Morning?;"""Light In The High Plains"" director was born later.";On A Half Clear Morning
Where was the father of David Ogilvy, 12Th Earl Of Airlie born?;In Scotland.;Florence, Italy
Which film has the director died earlier, The Marriage Of Maria Braun or An Ache In Every Stake?;The director of The Marriage Of Maria Braun died earlier.;An Ache In Every Stake
Which film has the director who was born first, Wild Harvest or Thunder In The Night?;Wild Harvest;Thunder In The Night
Who is younger, Jack Mildren or Alf Hellevik?;Jack Mildren.;Jack Mildren
Which film has the director who died first, The Amsterdam Kill or A Boy From Calabria?;The Amsterdam Kill;The Amsterdam Kill
Who is Shepseskare's paternal grandmother?;Queen Neferetkau.;Khentkaus II
What is the place of birth of Clodia Pulchra (Wife Of Octavian)'s mother?;Vienne.;Roman
Which film has the director who was born earlier, The Rise And Rise Of Michael Rimmer or Bar 51?;"The director of ""The Rise And Rise Of Michael Rimmer"" was born earlier.";The Rise And Rise Of Michael Rimmer
Why did Charis Wilson's husband die?;Suicide.;Parkinson's disease
Which film has the director born earlier, The Story Of Anastasia or A Mother Of Men?;The Story Of Anastasia.;A Mother Of Men
When is Luke Dillon, 4Th Baron Clonbrock's father's birthday?;August 23.;29 March 1807
Who is the father of the director of film Lila & Eve?;Steven Spielberg;Chuck Stone
Where was the director of film The Hobbit: An Unexpected Journey born?;South Africa;Wellington
Who is the paternal grandfather of Princess Catherine Of Schleswig-Holstein-Sonderburg-Beck?;Frederick IX of Denmark;Frederick Louis
Where does William Henry Fitzhugh Lee's father work at?;Mount Vernon.;Washington and Lee University
What is the award that the director of film Baltic Skies got?;Cannes Film Festival.;People's Artist of the RSFSR
What nationality is the director of film The Beach (Film)?;British;British
Where was the place of burial of the director of film Tag Der Freiheit: Unsere Wehrmacht?;Vienna.;Munich Waldfriedhof
Do the movies The Man Who Changed His Name (1928 Film) and The Lady Clare, originate from the same country?;Yes.;yes
Which film has the director died earlier, Railroaded! or By The Light Of A Star?;Railroaded!;By The Light Of A Star
What nationality is the director of film Fúlmine?;Italian.;Spanish
Where was the performer of song When You Were My Girl born?;Australia.;Southampton
Are the movies Blood: The Last Vampire (2009 Film) and Jamesy Boy, from the same country?;No.;no
Which school was founded first, Catholic University Of Tachira or Sri Dharmaloka College?;Sri Dharmaloka College.;Sri Dharmaloka College
Who is the paternal grandfather of Daughter Of Julius Constantius?;Constantius Chlorus.;Constantius Chlorus
Who is the spouse of the director of film The Unholy Wife?;Bette Davis.;Maureen O'Sullivan
What is the place of birth of Gerard I, Count Of Guelders's wife?;Boulogne-sur-Mer.;Luxembourg
Who is Bertrand, Count Of Toulouse's child-in-law?;Henry II of England.;Cecile of France
Who is Charlotte Lee, Countess Of Lichfield's paternal grandmother?;Queen Elizabeth II.;Henrietta Maria of France
Where was the place of death of Maria Of Jülich-Berg's mother?;Huy Castle;Kaster
Which film has the director who died earlier, Maravil Thirivu Sookshikkuka or The Wild Geese?;Maravil Thirivu Sookshikkuka;Maravil Thirivu Sookshikkuka
Where did Louisa Garrett Anderson's mother die?;Aldeburgh.;Aldeburgh
Who is the paternal grandfather of William De Ferrers, 4Th Earl Of Derby?;William De Ferrers, 4th Earl Of Derby's paternal grandfather is William De Ferrers, 3rd Earl Of Derby.;Robert de Ferrers, 2nd Earl of Derby
When did William Ii Crispo's father die?;1283;1397
What is the place of birth of the director of film Temptation Of A Monk?;Hong Kong;Macau
Who is the father-in-law of Elizabeth Somerset, Baroness Herbert?;William Herbert, 1st Earl of Pembroke;Henry Beaufort
Do both directors of films Sometimes Good and Sweet Sixteen (2002 Film) share the same nationality?;Yes.;yes
Are Marufabad and Nasamkhrali both located in the same country?;Yes.;no
What is the date of death of Lancelot Lowther, 6Th Earl Of Lonsdale's father?;1876.;15 August 1876
Which film has more directors, Freaked or Tesis Sobre Un Homicidio?;Freaked - 3 directors. Tesis Sobre Un Homicidio - 1 director.;Freaked
What is the place of birth of the director of film Centaur (2016 Film)?;Kyrgyzstan.;Kyrgyzstan
What nationality is the director of film War Of The Buttons (1994 Film)?;Irish.;American
Who is Ferdinand, Duke Of Viseu's maternal grandfather?;King Edward of Portugal.;Ferdinand I
Which film has the director who was born later, The Night The Prowler or When The Gods Fall Asleep?;When The Gods Fall Asleep.;The Night The Prowler
Which film has the director who died earlier, Naa Mechida Huduga or The Countess Died Of Laughter?;Naa Mechida Huduga;The Countess Died Of Laughter
Where was the place of burial of the director of film Fear And Trembling (Film)?;Montparnasse Cemetery;Père Lachaise Cemetery
What is the place of birth of the director of film The Naked Island?;Tokyo, Japan.;Hiroshima
Who is Eva Chamberlain's maternal grandmother?;Anne Chamberlain.;Marie d'Agoult
What nationality of the company that published Personalized Medicine (Journal)?;United Kingdom.;United Kingdom
Are both Lac À La Catin and Batiscan Lake (Quebec) located in the same country?;Yes.;yes
Where was the director of film Suicide Commandos (Film) born?;Italy.;Salsomaggiore Terme
Are the directors of films A South Sea Bubble and The Young Animals both from the same country?;No.;yes
Who was born first, William L. Holland or Dale Vince?;William L. Holland.;William L. Holland
Who is the spouse of the director of film The Dressmaker From Paris?;Unknown;Jean Harlow
Which film was released more recently, The Devil'S Rock or The Flyboys (Film)?;The Flyboys.;The Devil'S Rock
Which film was released more recently, Moscow Pride '06 or My Favourite Fabric?;My Favourite Fabric.;My Favourite Fabric
Who was born earlier, Allen George Newman or James Dickson Phillips Jr.?;Allen George Newman.;Allen George Newman
Which country Waleran De Beaumont, 1St Earl Of Worcester's father is from?;France.;England
Where was the performer of song Serial Killer (Song) born?;Tunisia.;New York
Which film has the director died later, Pacific Rendezvous or Calling Bulldog Drummond?;Calling Bulldog Drummond;Pacific Rendezvous
Who was born first, Bogdan Țăruș or Robert Wulnikowski?;Robert Wulnikowski;Bogdan Țăruș
Who is Joan Of Valois, Countess Of Hainaut's paternal grandfather?;Philip III of France.;Philip III of France
Who is younger, John Duncan Macfarlane or Andrés Manuel Del Río?;John Duncan Macfarlane;John Duncan Macfarlane
Are Ami Magazine and Spy (Magazine) from the same country?;No.;yes
Who was born earlier, Humphrey Edwardes-Jones or Ángel De La Torre?;Humphrey Edwardes-Jones.;Ángel De La Torre
Who is Princess Marie Of Waldeck And Pyrmont's maternal grandfather?;King William II of the Netherlands.;William, Duke of Nassau
What is the date of death of Gustav Von Leonhard's father?;1787;23 January 1862
Which film was released first, Insaaniyat or Five Of A Kind?;Insaaniyat was released first.;Five Of A Kind
Who is the father of the performer of song Come Dig Me Out?;Tom Rosenthal;Ozzy
Which film has the director born later, Per Amore... Per Magia... or All Wrong (Film)?;All Wrong (Film);Per Amore... Per Magia...
Which film has the director who was born earlier, The Affairs Of Martha or The Football Lottery?;The Affairs Of Martha.;The Affairs Of Martha
Which film has the director born later, Ada Apa Dengan Cinta? or Adam & Paul?;Ada Apa Dengan Cinta?;Ada Apa Dengan Cinta?
What nationality is Krisztina Nyáry's husband?;Dutch.;Hungarian
Where was the place of burial of Yakov Dzhugashvili's mother?;Tbilisi;Tiflis
What is the date of death of Alexander Baring, 4Th Baron Ashburton's father?;November 12, 1848.;6 September 1868
Which film was released first, Koko And The Ghosts or Cheppave Chirugali?;Koko And The Ghosts.;Cheppave Chirugali
Where did the director of film Hospitals: The White Mafia die?;Italy;Rome
Who is the paternal grandmother of Mervyn Tuchet, 4Th Earl Of Castlehaven?;Catherine Stanley.;Lucy Mervyn
Where was the director of film The Making Of Plus One born?;Denver, Colorado.;Northern Ireland
Which film whose director is younger, The Land Before Time Ix: Journey To Big Water or The Life Story Of David Lloyd George?;The Land Before Time IX: Journey to Big Water.;The Land Before Time Ix: Journey To Big Water
What is the place of birth of the director of film Bodily Harm (Film)?;Jamaica.;New York
Who lived longer, Philippe Solari or Stephen Jurika?;Philippe Solari lived longer.;Stephen Jurika
Did the bands The Vaccines and The Wanted, originate from the same country?;No.;yes
Where was the director of film The Snob Buster born?;New York.;Oklahoma City, Oklahoma
Who is Joan De Beauchamp, Countess Of Ormond's father-in-law?;Edward III.;James Butler, 3rd Earl of Ormond
Who was born first out of Johan Jureskog and Kieren Jack?;Johan Jureskog;Johan Jureskog
What is the place of birth of the keyboardist of Veslefrekk?;Norway.;Dombås, Norway
Are Champagne For Caesar and A Million Ways To Die In The West from the same country?;No.;yes
Who lived longer, Neil Lloyd Macky or Domenico Cosselli?;Domenico Cosselli.;Neil Lloyd Macky
Where was the father of Baw Ngan-Mohn born?;China;Martaban
Where was the performer of song Giati Fovase born?;Cyprus;Tübingen
Which film has the director born first, Král Ulice or Brother Liu And Brother Wang On The Roads In Taiwan?;Brother Liu And Brother Wang On The Roads In Taiwan.;Král Ulice
Which film has the director born earlier, Chaitrada Chandrama or Amelia Lópes O'Neill?;Chaitrada Chandrama.;Amelia Lópes O'Neill
Are both Don Sasa and Boyd R. Overhulse from the same country?;No.;yes
Who is the spouse of the director of film Paribar?;Aparna Sen;Piya Sengupta
Who is Sobe (Sister Of Saint Anne)'s grandchild?;Joan of Arc;John the Baptist
Which film has the director who died later, First-Year Student or Oru Sundariyude Katha?;First-Year Student;First-Year Student
Which film whose director is younger, Appointment With Murder or Big Business Girl?;Big Business Girl.;Appointment With Murder
Where did Louis Of Nassau's mother die?;Siege of Haarlem;Dillenburg
What nationality is the director of film The Mexican Dream?;Mexican.;Venezuelan
Are Sydney Park (Actress) and Karl August Folkers of the same nationality?;No.;yes
Where did the composer of film Nighthawks (1981 Film) die?;Tucson, Arizona.;Santa Monica, California
Which film has the director died first, Crime Against Joe or Partners Three?;Partners Three.;Partners Three
Where did the director of film 1919 (Film) graduate from?;USC (University of Southern California).;Trinity College, Oxford
Who is the paternal grandmother of Lewis Of Luxembourg?;Princess Alice of Lorraine.;Mahaut de Châtillon
Who is the stepchild of Æthelred Of Mercia?;Alfred the Great.;Oshere
Where does B. D. Hyman's mother work at?;Charlotte Symphony Orchestra;Warner Brothers
Where did the director of film No Sin On The Alpine Pastures (1950 Film) die?;Switzerland.;Vienna
Did Dwight Harwood and Velvet (Singer) have the same nationality?;No.;no
Where did the director of film Free Lips die?;Budapest.;Santa Barbara
What is the place of birth of the director of film Breed Of The Border (1924 Film)?;El Paso, Texas.;Rochester
Which film has the director died later, Hombisilu or O Sport, You Are Peace!?;Hombisilu;Hombisilu
When is the director of film The Red And The Blue (Film) 's birthday?;Unknown.;2 July 1953
Who is older, Kevin Hennessy or Emilia Bayer?;Kevin Hennessy;Emilia Bayer
Which film has the director who was born first, The Latin Immigrant or Racing Lady?;The Latin Immigrant.;Racing Lady
Where was the place of death of Anna Of Saxe-Wittenberg's father?;Torgau, Germany.;Celle
Where did the director of film Terminal Entry study?;USC (University of Southern California);Temple University
Which film has the director born first, Betrayal From The East or The Magnificent Beast?;Betrayal From The East.;Betrayal From The East
Who is the father-in-law of Caroline Amalie Of Augustenburg?;Christian IX.;Frederick
Do both Dreams In A Drawer and Tifosi (Film) films have the directors from the same country?;Yes.;yes
Which film has the director who died earlier, Moonlight And Pretzels or Husmandstøsen?;Moonlight And Pretzels;Husmandstøsen
Who is Philippe, Duke Of Anjou's maternal grandfather?;Louis XIV.;Stanisław Leszczyński
What is the place of birth of the director of film Smile, Brother, Smile?;New York City.;New York
Who is the paternal grandfather of Ray Knight (Rodeo Organizer)?;James Helt Misguided;Newel Knight
Who is Zwelonke Sigcawu's paternal grandfather?;Sabata Dalinyebo.;Bungeni Zwelidumile Sigcawu
Where was the director of film Medal Of Honor (Film) born?;Paris, France.;Petroșani
Where was the place of death of the composer of song The Old Master Painter?;Hollywood.;Nashville
Who is Rani Mukerji's father-in-law?;Yash Chopra;Yash Chopra
Who was born later, H. Hawkline or Jimmy Kennedy?;Jimmy Kennedy.;H. Hawkline
Where did the composer of song Let'S Call The Whole Thing Off die?;Hollywood.;Hollywood
What is the place of birth of the director of film Crystal Nights?;Hungary.;Athens
Which film has the director died later, The True Story Of Eskimo Nell or Flame Of Stamboul?;"The director of ""The True Story Of Eskimo Nell"" died later.";The True Story Of Eskimo Nell
Which film has the director born later, The Mystic Masseur or The Rewrite?;"The director of ""The Rewrite"" was born later.";The Rewrite
When was the director of film Slap Her... She'S French born?;1953;October 20, 1952
Are Hopen Church and Spind Church located in the same country?;No.;yes
Do director of film Njaan and director of film Oorummadi Brathukulu share the same nationality?;Yes.;yes
Where did the composer of song The Shepherd On The Rock die?;Vienna, Austria.;Vienna
Where was the place of death of the founder of Western Auto?;Kansas City.;California
Which school was opened first, Carlisle School or Triam Udom Suksa School?;Carlisle School.;Triam Udom Suksa School
What is the place of birth of the composer of film The Charming Young Lady (Film)?;Paris;Moravské Budějovice
Where did Beatrice Of Bohemia's husband die?;Gaza.;Brandenburg an der Havel
What is the place of birth of the director of film The Admirer?;Morocco.;Kishinev
Who is Archduchess Maria Antonia Of Austria (1899–1977)'s maternal grandfather?;Ferdinand I of Bulgaria.;Carlos, Duke of Madrid
Where did the director of film Carbon (Film) study?;National Institute of Design.;Film and Television Institute of India
What is the place of birth of the director of film The Merry Wives?;UK.;Hradec Králové
Who died later, Henry Norrström or Wilford Bacon Hoggatt?;Wilford Bacon Hoggatt.;Henry Norrström
Where was the place of death of the composer of song Love Is Here To Stay?;Los Angeles, California;Hollywood
Which film was released first, Failure To Launch or Mako: The Jaws Of Death?;Mako: The Jaws of Death.;Mako: The Jaws Of Death
Where does Bernhard Bielenstein's father work at?;At NASA.;St. Petersburg Academy of Sciences
What is the place of birth of Frederick, Prince Of Hohenzollern's mother?;Brussels, Belgium.;Zürich
Where was the place of death of the performer of song Northwest Passage (Song)?;Calgary.;Greater Cincinnati Airport
Where was the director of film Pistol Whipped born?;Brooklyn, New York.;Dutch
Which country Roman Smoluchowski's father is from?;Poland.;Austro-Hungarian Empire
Which film has the director who died later, Akhono Onek Raat or Bitter Rice?;Bitter Rice;Akhono Onek Raat
Which film has the director died later, Five Deadly Venoms or Asthram?;Asthram.;Asthram
Where did the director of film The Bride Came C.O.D. die?;Los Angeles, California.;New York
Where was the director of film Code Name: The Cleaner born?;Toronto, Canada.;Albuquerque, New Mexico
Which country the director of film The Notebooks Of Memory is from?;France.;French
Which film was released first, Ryan'S Daughter or A Day At The Museum?;Ryan's Daughter.;Ryan'S Daughter
Are Liverpool Boys High School and St Stephen'S School, Perth located in the same country?;No.;yes
Do both directors of films Kangaroo Jack and Executive Action (Film) have the same nationality?;No.;no
Which film whose director was born first, The Snake Brothers or Olympus Has Fallen?;The director of Olympus Has Fallen.;Olympus Has Fallen
Where did Sholto Douglas, 15Th Earl Of Morton's father study?;Oxford University.;King's College
Who is the child-in-law of Marie De Namur?;Maximilian I of Austria;Otto, Lord of Arkel
Where did Princess Margarita Of Greece And Denmark's mother die?;At Lutyens' Delhi.;Buckingham Palace
What is the place of birth of the director of film Tammy And The T-Rex?;Perth, Australia.;British
What is the place of birth of the director of film Winds Of The Pampas?;Argentina;Italian
Where did the director of film What Rats Won'T Do die?;London;Somerset
Who is the spouse of the director of film Vaishnavee?;Not available.;Lester James Peries
Which film has the director born later, A Little Like Drowning or That Woman?;A Little Like Drowning.;That Woman
Where did the director of film Border (2018 Film) graduate from?;IIFA School of Media Studies;National Film School of Denmark
Which film came out first, At Sword'S Edge or Crimson Gold?;At Sword's Edge.;At Sword'S Edge
Are Brian Part and John Mosca both from the same country?;No.;yes
Are both Alex Bregman and Francesca Sterlacci from the same country?;No.;yes
What is the date of birth of Lord William Montagu-Douglas-Scott's father?;1906;30 March 1864
Which film has the director who died first, Tex And The Lord Of The Deep or Henry Goes Arizona?;Henry Goes Arizona.;Henry Goes Arizona
Which film whose director was born first, Swamp Women or Tracy Rides?;Swamp Women.;Tracy Rides
Which film has the director born later, Home Alone 2: Lost In New York or Our Mother'S House?;"Home Alone 2: Lost In New York - John Hughes (1950)
Our Mother's House - Jack Clayton (1921)";Home Alone 2: Lost In New York
Where was the place of death of the director of film Hitch Hike Lady?;Los Angeles, California;Los Angeles
Which one was established first, Windowswear or Compagnie Française Des Métaux?;Compagnie Française Des Métaux.;Compagnie Française Des Métaux
Where was the husband of Katherine De Stafford born?;Edward Plantagenet was born in Rouen, France.;English
What is the date of death of Francisco De Benavides's father?;Unknown;March 19, 1666
Who is Sir William Lowther, 1St Baronet, Of Marske's paternal grandfather?;Sir Thomas Lowther.;Robert Lowther
Was Prince Albert Hunt or Daniel Tauvry born first?;Prince Albert Hunt.;Daniel Tauvry
Who is the paternal grandfather of Conrad Ii Of Italy?;Lothair II.;Henry III
Which film has the director died later, Taming Sutton'S Gal or Struggle For Eagle Peak?;Struggle For Eagle Peak.;Taming Sutton'S Gal
Which film has the director who was born first, Cross Of Love or Ljuvlig Är Sommarnatten?;Cross Of Love;Cross Of Love
Which country the director of film Thundering Mountains is from?;China;Serbian
Where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?;Aix-en-Provence.;Cahiers du cinéma
Who is Teriimaevarua Iii's paternal grandmother?;Queen Pōmare IV.;Pōmare IV
Where was the place of burial of John Stafford, 1St Earl Of Wiltshire's father?;Salisbury Cathedral;Northampton
What is the date of death of Bolko V The Hussite's father?;1397;6 May 1437
What is the place of birth of Gwladys's husband?;France;Gwynllwg
Who died first, Dominick Basso or Ilse Lehiste?;Dominick Basso.;Dominick Basso
Who is the father-in-law of Rahmat Banu Begum?;Emperor Shah Jahan.;Aurangzeb
Which film was released first, Mawali No.1 or Vous Êtes De La Police??;Mawali No.1.;Mawali No.1
Who is the father of William Ii, Duke Of Bavaria?;Albert I, Duke of Bavaria.;Albert I, Duke of Bavaria
Which film has the director who was born later, Common Clay (1919 Film) or I'M From The City?;I'M From The City.;I'M From The City
Which country the director of film Dika: Murder City is from?;Indonesia.;American
What nationality is Pixie Geldof's father?;British;Irish
Are both The Trial Of Mary Dugan (1941 Film) and Undisputed (Film) from the same country?;No.;yes
Who is Queen Inseong's mother-in-law?;Queen Inseong's mother-in-law is Queen Jinsun.;Queen Janggyeong
Do both My Friend From The Park and Punks (Film) films have the directors from the same country?;Yes.;no
Which country the director of film Romanoff And Juliet (1961 Film) is from?;USA.;United Kingdom
