Prompt;Response;Ground Truth
"Francisco de Aguirre (conquistador)
Francisco de Aguirre( 1507 – 1581) was a Spanish conquistador who participated in the conquest of Peru, Bolivia, Chile and Argentina.

Where was the wife of Jesús Aguirre born?";Spain.;Liria Palace
"Princess Louise of Denmark (1750–1831)
Princess Louise of Denmark and Norway  (20 January 1750 – 12 January 1831) was born to Frederick V of Denmark and Louise of Great Britain. Her eldest daughter, Marie of Hesse-Kassel, was the wife of Frederick VI of Denmark.

Who is the paternal grandmother of Princess Louise Of Denmark (1726–1756)?";Sophia Magdalene of Brandenburg-Kulmbach.;Louise of Mecklenburg-Güstrow
"Heather Headley
Heather Headley (born October 5, 1974) is a Trinidadian-American singer, songwriter, record producer, and actress. She won the 2000 Tony Award for Best Actress in a Musical for the titular role of ""Aida"". She also won the 2010 Grammy Award for Best Contemporary R&B Gospel Album for her album ""Audience of One"". In 2018, she recurred as Gwen Garrett on the NBC medical drama television series ""Chicago Med"".

What is the award that the performer of song In My Mind (Heather Headley Song) got?";Grammy Award;Tony Award for Best Actress in a Musical
"𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Which film has the director died later, El Túnel 6 or A Life At Stake?";El Túnel 6;El Túnel 6
"List of composers and their preferred lyricists
Most( classical) composers had one or a few lyricists with whom they preferred to work:

What nationality is the composer of song Inescapable (Song)?";American.;American
"Rocky's Knife
Rocky's Knife is a 1967 West German thriller film directed by Joachim Mock and starring Michael Miller, Karl- Josef Cramer and Thomas Rau.

Which film was released earlier, Rocky'S Knife or Buscando A Miguel?";Rocky's Knife.;Rocky'S Knife
"Daar doer in die bosveld
Daar Doer in Die Bosveld ( English:"" Far Away in the Bushveld"") is the first film by the South African director Jamie Uys. It was originally released in 1951. The film is in the Afrikaans language, a language specific to Southern Africa.

Which film whose director is younger, Daar Doer In Die Bosveld or Return Of Halleluja?";Daar Doer In Die Bosveld.;Return Of Halleluja
"𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Where was the place of burial of Adèle Hugo's father?";Guingamp.;Panthéon
"Prabhu (actor)
Prabhu Ganesan (born 27 December 1956) or known professionally by just his first name Prabhu is an Indian film actor, businessman and film producer who has predominantly appeared in Tamil language films. He is the son of veteran actor Sivaji Ganesan, while his son Vikram Prabhu is also a Tamil actor. After making his debut in ""Sangili"" (1982), the actor has played a series of leading and supporting roles, earning the Best Actor award recognition by the Tamil Nadu state for his portrayal in ""Chinna Thambi"" (1992). He has worked in more than 200 films as lead roles, supporting roles in Tamil, Telugu, Malayalam and Kannada languages.

Where was the father of Prabhu (Actor) born?";Sivaji Ganesan (Tamil Nadu, India);Villupuram
"Princess Franziska of Hohenlohe-Waldenburg-Schillingsfürst
Princess Franziska of Hohenlohe-Waldenburg-Schillingsfürst (Franziska Maria Anna; 21 June 1897 – 12 July 1989) was the wife of Archduke Maximilian Eugen of Austria.

Who is Princess Franziska Of Hohenlohe-Waldenburg-Schillingsfürst's sibling-in-law?";Archduke Franz Ferdinand;Charles I of Austria
"Biographies of Mozart
Wolfgang Amadeus Mozart died after a short illness on 5 December 1791, aged 35. His reputation as a composer, already strong during his lifetime, rose rapidly in the years after his death, and he became (as he has remained to this day) one of the most celebrated of all composers.

Who lived longer, Gustav Philipp Mörl or Giuseppe Diotti?";Gustav Philipp Mörl.;Gustav Philipp Mörl
"Justus van Huysum
Justus van Huysum, also spelled Huijsum,( July 8, 1659 in Amsterdam – April 23, 1716 in Amsterdam) was a Dutch Golden Age painter.

When did Jacob Van Huysum's father die?";1716;April 23, 1716
"Francis Grenfell
Francis Grenfell may refer to:

Who died later, George Grenfell-Baines or Veit Amerbach?";George Grenfell-Baines;George Grenfell-Baines
"Andrzej Markowski
Andrzej Markowski( 22 August 1924 – 30 October 1986) was a Polish composer and conductor. He was the director of the Wroclaw Philharmonic from 1965 to 1968 and founded the festival Wratislavia Cantans. "" Pokolenie""( English title"" A Generation"") 1954 an Andrzej Wadja film

Who lived longer, Andrzej Markowski or François Missoffe?";François Missoffe;François Missoffe
"Elmer W. Conti
Elmer W. Conti( April 9, 1921 – January 4, 1988) was an American politician and businessman. Born in Elmwood Park, Illinois, Conti went to Proviso High School. He served in the United States Navy during World War II. Conti went to Western Illinois University. He was in the real estate and insurance business. Conti served on the Elmwood Park Village Board and was the village board president. In 1966 he was the target of a political assassination attempt involving a massive black powder bomb placed at his home at 2211 North 77th Ave, which left a 6- inch deep impression on the concrete floor of his garage. Conti was involved with the Republican Party. Conti served in the Illinois House of Representatives from 1957 until 1983. Conti died at his home in Elmwood Park, Illinois.

Who was born earlier, Elmer W. Conti or Seth Joshua?";Seth Joshua;Seth Joshua
"Britannicus
Tiberius Claudius Caesar Britannicus (c. 12 February AD 41 – 11 February AD 55), usually called Britannicus, was the son of Roman emperor Claudius and his third wife Valeria Messalina. For a time he was considered his father's heir, but that changed after his mother's downfall in 48, when it was revealed she had engaged in a bigamous marriage without Claudius' knowledge. The next year, his father married Agrippina the Younger, Claudius' fourth and final marriage. Their marriage was followed by the adoption of Agrippina's son, Lucius Domitius, whose name became Nero as a result. His step-brother would later be married to his sister Octavia, and soon eclipsed him as Claudius' heir. Following his father's death in October 54, Nero became emperor. The sudden death of Britannicus shortly before his fourteenth birthday is reported by all extant sources as a poisoning on Nero's orders—as Claudius' natural son, he represented a threat to Nero's claim to the throne.

When was Britannicus's father born?";10 BC.;1 August 10
"Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Which film has the director who is older than the other, Lemming (Film) or Hunger For Love? ";Lemming (Film);Hunger For Love
"Bimby Aquino Yap
James Aquino Yap (born April 19, 2007), better known as Bimby, and previously known as Baby James Yap, is a Filipino child actor, TV-media personality and the son of Kris Aquino and James Yap. He made his film debut in ""My Little Bossings"" (2013).

Who was born first, João De Aquino or Yacine Slatni?";João De Aquino.;João De Aquino
"East Lynne (1922 film)
East Lynne is a 1922 Australian silent film directed by actor and exhibitor Charles Hardy. It was a modern-day adaptation of the famous 1861 novel which had been filmed many times in England and the USA. It is considered a lost film.

Are The Pursuit Of Happiness (1934 Film) and East Lynne (1931 Film) from the same country?";No.;yes
"Lamine Fomba
Lamine Fomba( born 26 January 1998) is a French professional footballer who plays for Nîmes Olympique as a midfielder.

Who was born first, Lamine Fomba or Michael Hagan?";Lamine Fomba.;Michael Hagan
"Planet of the Apes
Planet of the Apes Created by Pierre Boulle Original work La Planète des singes (1963) Print publications Novel (s) La Planète des singes (1963) Comics List of comics Films and television Film (s) Original series Planet of the Apes (1968) Beneath the Planet of the Apes (1970) Escape from the Planet of the Apes (1971) Conquest of the Planet of the Apes (1972) Battle for the Planet of the Apes (1973) Remake Planet of the Apes (2001) Reboot series Rise of the Planet of the Apes (2011) Dawn of the Planet of the Apes (2014) War for the Planet of the Apes (2017) Television series Planet of the Apes (1974) Return to the Planet of the Apes (1975 -- 1976) Games Video game (s) Planet of the Apes (2001) Revenge of the Apes (2003) Planet of the Apes: Last Frontier (2017)

What is the place of birth of the director of film The New Kids?";Miami, Florida.;New York
"It Is Never Too Late to Mend
It Is Never Too Late to Mend may refer to:

Which film was released earlier, It'S Never Too Late To Mend or The Bride'S Journey?";It'S Never Too Late To Mend.;It'S Never Too Late To Mend
"Henry de Beaumont, 1st Earl of Warwick
Henry de Beaumont, 1st Earl of Warwick or Henry de Newburgh( died 20 June 1119) was a Norman nobleman who rose to great prominence in the Kingdom of England.

What nationality is Henry De Beaumont, 5Th Earl Of Warwick's father?";French;England
"The Untouched Woman
The Untouched Woman (German: Die unberührte Frau) is a 1925 German silent film directed by Constantin J. David and starring Mary Nolan, Tamara Geva and Alf Blütecher. The film's sets were designed by the art director Karl Görge.

Who is the spouse of the director of film The Untouched Woman?";Tamara Geva.;Käthe von Nagy
"I'll Take Sweden
I'll Take Sweden is a 1965 comedy film directed by Frederick de Cordova, and starring Bob Hope, Frankie Avalon, and Tuesday Weld.

Which film has the director who was born later, I'Ll Take Sweden or His Majesty, The American?";I'LL Take Sweden (1965), directed by Frederick de Cordova - he was born later.;I'Ll Take Sweden
"Maria Stark
Hope Davis portrays Maria Stark in Captain America: Civil War. In the film, it shows her death along with her husband's was carried out by the Winter Soldier for Hydra. Producer Kevin Feige revealed that another actress had been cast to appear as the character in Iron Man 3 in a flashback sequence that did not make the final cut of the film.

Where was the place of death of the director of film The Iron Man (Serial)?";Los Angeles;Los Angeles County
"Planet of the Apes
Planet of the Apes Created by Pierre Boulle Original work La Planète des singes (1963) Print publications Novel (s) La Planète des singes (1963) Comics List of comics Films and television Film (s) Original series Planet of the Apes (1968) Beneath the Planet of the Apes (1970) Escape from the Planet of the Apes (1971) Conquest of the Planet of the Apes (1972) Battle for the Planet of the Apes (1973) Remake Planet of the Apes (2001) Reboot series Rise of the Planet of the Apes (2011) Dawn of the Planet of the Apes (2014) War for the Planet of the Apes (2017) Television series Planet of the Apes (1974) Return to the Planet of the Apes (1975 -- 1976) Games Video game (s) Planet of the Apes (2001) Revenge of the Apes (2003) Planet of the Apes: Last Frontier (2017)

What is the place of birth of the director of film Crazy Alien?";China.;Taiyuan
"Sancha of Castile, Queen of Navarre
Sancha of Castile (–1179) was daughter of Alfonso VII of León and Castile and his first wife Berengaria of Barcelona. Sancha was the fifth child of seven born to her parents. On 20 July 1153, Sancha married Sancho VI of Navarre. He is responsible for bringing his kingdom into the political orbit of Europe. As ""la reyna de Navarra, filla del emperador"" (the queen of Navarre, daughter of the Emperor) her August 1179 death was reported in the ""Annales Toledanos"".

Where was the place of death of Sancha Of Castile, Queen Of Navarre's mother?";Barcelona.;Palencia
"Shock Treatment (1964 film)
Shock Treatment is a 1964 American neo noir drama film directed by Denis Sanders that takes place in a mental institution, starring Stuart Whitman, Carol Lynley, Roddy McDowall, and Lauren Bacall. As one of many films dealing with insane killers in"" Psycho's"" wake Lauren Bacall disliked the film intensely calling it the worst of her career despite its cult following in later years.

Where does the director of film Shock Treatment (1964 Film) work at?";"The director of ""Shock Treatment"" (1964 film) worked at a mental institution.";San Diego State University
"The Fate of the Furious
Release date April 4, 2017 (2017 - 04 - 04) (Berlin) April 14, 2017 (2017 - 04 - 14) (United States)

Which film has the director who died earlier, Father Makes Good or The Power Of A Lie?";Father Makes Good;The Power Of A Lie
"Rajadi Rajavan
Rajadi Rajavan is a Tamil film directed by T. Rajendar. Silambarasan is also starring in this movie.

Which film came out earlier, Rajapart Rangadurai or At Sword'S Edge?";Rajapart Rangadurai.;At Sword'S Edge
"Sahraa Karimi
Sahraa Karimi( born 1983) is an Afghan film director and the first female chairperson of the Afghan Film Organisation( Afghan Film). She is the first and the only woman in Afghanistan who has a PhD in cinema and filmmaking.

Where did the director of film Saadia (Film) graduate from?";Sahraa Karimi graduated from the Film University in Tehran.;Harvard
"Anand Aur Anand
Anand Aur Anand is a 1984 Indian film, which is most famous for being the debut movie of both Dev Anand's son, Suneil Anand as well as Natasha Sinha and famous playback singer Abhijeet Bhattacharya. It stars Dev Anand along with Suneil Anand, Natasha Sinha, Raakhee, Smita Patil, Raj Babbar, and Biswajeet.

Which film has the director born later, The Last Company or Anand Ashram?";The Last Company.;Anand Ashram
"Princess Rym al-Ali
Princess Rym al-Ali (born 1969) is the Algerian wife of Prince Ali bin Hussein of Jordan, whom she married on September 7, 2004. She is the daughter of Lakhdar Brahimi, former Algerian Minister for Foreign Affairs and senior UN official. Her mother, Mila Bacic, is of half Croatian and half Armenian descent. She was raised in Great Britain and Algeria, and was educated in France and the United States. She and Prince Ali live in Amman with their two children Princess Jalila bint Ali and Prince Abdullah bin Ali.

Where does Princess Rym Al-Ali's father work at?";United Nations;United Nations
"𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Who was born later, Saulo Torón Navarro or Jim Sterling?";Jim Sterling;Jim Sterling
"Hal Quick
James Harold Quick( October 4, 1917 – March 9, 1974) nicknamed"" Blondie"", was a shortstop in Major League Baseball who played for the Washington Senators in the 1939 season.

Who is older, Adam Quick or Vicente Costa?";Adam Quick;Vicente Costa
"Nǃai, the Story of a ǃKung Woman
Nǃai, the Story of a ǃKung Woman is a documentary film by ethnographic filmmaker John Marshall. The film was first broadcast in 1980 as part of the Odyssey series on PBS and is distributed by Documentary Educational Resources. It provides a broad overview of Juǀʼhoan life, both past and present, and an intimate portrait of Nǃai, a Juǀʼhoan woman who in 1978 was in her mid-thirties. Nǃai tells her own story, and in so doing, the story of Juǀʼhoan life.

Who was born first, Marie-Eugène De L'Enfant-Jésus or Kenneth Johnson (Filmmaker)?";Marie-Eugène De L'Enfant-Jésus was born first.;Marie-Eugène De L'Enfant-Jésus
"Damo (philosopher)
Damo (fl. c. 500 BC) was a Pythagorean philosopher said by many to have been the daughter of Pythagoras and Theano.

What is the place of birth of Damo (Philosopher)'s father?";Samos.;Samos
"The Other Life of Captain Contreras
The Other Life of Captain Contreras Spanish: La otra vida del capitán Contreras) is a 1955 Spanish comedy film directed by Rafael Gil.

Which film has the director who is older, Shootin' For Love or The Other Life Of Captain Contreras?";The Other Life of Captain Contreras;Shootin' For Love
"RIP?
R.I.P? is 2017 Tamil drama movie from Malaysia. The film written and directed by S.T. Bala. Meanwhile, Suloshna Balan, S. S. Shivajee and Venumathi play th main role. The theme of film is about a meaningful and poignant tale on the ups and downs of life. The film released in Malaysia Cinema on 8 June, meanwhile a special screening were showed on 27 April 2017 at NU Sentral

Which film has the director who died later, Panam Paduthum Padu or Secret Enemies?";Panam Paduthum Padu;Panam Paduthum Padu
"North of the Border (film)
North of the Border is a 1946 American western film. It was directed by B. Reeves Eason and based on a story by James Oliver Curwood. Many of the same cast and crew also worked on""' Neath Canadian Skies"".

Do both films, They Didn'T Know and North Of The Border (Film), have the directors who are from the same country?";Yes. United States.;no
"David Barclay of Cheapside
David Barclay of Cheapside (1682–1769) was a Scottish merchant and banker. He was the second son of Robert Barclay, the Scottish Quaker writer, and was active in the Society of Friends. An apprentice in London in 1698, he became a leading linen merchant. Involved in banking through a family connection with John Freame, father of his second wife, Barclay was not directly concerned with the firm that much later became Barclays Bank; but two of his sons were, John and David Barclay of Youngsbury, who famously manumitted his slaves. Success in business brought Barclay a fortune of £100,000 at his death. He lived opposite St Mary-le-Bow, and was noted for his hospitality to Quaker ministers.

Which country David Barclay Of Cheapside's father is from?";Scotland;America
"Gene Autry and the Mounties
Gene Autry and the Mounties is a 1951 American Western film directed by John English and written by Norman S. Hall. The film stars Gene Autry, Elena Verdugo, Carleton Young, Richard Emory, Herbert Rawlinson and Trevor Bardette. The film was released on January 30, 1951, by Columbia Pictures.

Which film has the director born later, Gene Autry And The Mounties or Sunday'S Illness?";Sunday's Illness.;Sunday'S Illness
"Bea Ballard
Bea Ballard (born 29 May 1959) is a British television executive producer. She is Chief Executive of 10 Star Entertainment - a production company set up in 2009 with investment from Fremantle Media. She is the daughter of novelist J. G. Ballard. Ballard co-devised a string of Saturday night entertainment programmes for BBC One, including How Do You Solve a Problem Like Maria? and Any Dream Will Do while Creative Head and Executive Producer at BBC Entertainment between 2003 and 2007.

What is the place of birth of Bea Ballard's father?";Shanghai, China.;Shanghai
"Samurai I: Musashi Miyamoto
The other two films in the trilogy are and.

Which film has the director who died earlier, Love That Brute or Laughing Heirs?";"""Samurai II: Duel at Ichijoji Temple"" and ""Samurai III: Duel at Ganryu Island"".
""Love That Brute"".";Laughing Heirs
"The Second Awakening of Christa Klages
The Second Awakening of Christa Klages is a 1978 West German drama film directed by Margarethe von Trotta, her debut solo film.

Who is the spouse of the director of film The Second Awakening Of Christa Klages?";Volker Schlöndorff.;Volker Schlöndorff
"Edmund Stafford, 5th Earl of Stafford
Edmund Stafford, 5th Earl of Stafford and 1st Baron Audley, KB, KG (2 March 1377 – 21 July 1403) was the son of Hugh de Stafford, 2nd Earl of Stafford and Philippa de Beauchamp.

Who is the maternal grandfather of Edmund Stafford, 5Th Earl Of Stafford?";Thomas de Beauchamp;Thomas de Beauchamp
"Nigel Paulet, 18th Marquess of Winchester
Nigel George Paulet, 18th Marquess of Winchester( born) is a British peer and the premier marquess of England. He succeeded a cousin in the title in 1968. Lord Winchester lives in South Africa.

Who is William Paulet, 4Th Marquess Of Winchester's paternal grandmother?";Anne Paulet.;Elizabeth Willoughby
"Lucy Beall Candler Owens Heinz Leide
Lucy Beall Candler Owens Heinz Leide (April 11, 1883 – 3 September 1962) was the only daughter of The Coca-Cola Company co-founder Asa Griggs Candler.

Where was the place of burial of Lucy Beall Candler Owens Heinz Leide's father?";Westview Cemetery;Georgia
"Inconceivable (2008 film)
Inconceivable is a 2008 satirical drama about the test-tube baby industry. The film was written and directed by Mary McGuckian.

Where was the director of film Inconceivable (2008 Film) born?";Ireland.;Northern Ireland
"Hellboy II: The Golden Army
Hellboy II: The Golden Army is a 2008 American superhero film based on the fictional character Hellboy created by Mike Mignola. The film was written and directed by Guillermo del Toro and is a sequel to the 2004 film"" Hellboy"", which del Toro also directed. Ron Perlman reprises his starring role as the eponymous character. "" Hellboy II: The Golden Army"" was released by Universal Pictures. The film grossed over$ 160 million, against a budget of$ 85 million. It received positive reviews from critics, which praised the fantasy atmosphere in the film, as well as Perlman and the other cast's acting performances. The film received an Oscar nomination for Best Makeup.

Which film has the director who was born first, Bhavesh Joshi Superhero or Hellboy Ii: The Golden Army?";Hellboy II: The Golden Army.;Hellboy Ii: The Golden Army
"List of most expensive films
Due to the secretive nature of Hollywood accounting it is not clear which film is the most expensive film ever made. Pirates of the Caribbean: On Stranger Tides officially holds the record with a budget of $378.5 million, while The Hobbit trilogy stands as the most expensive back - to - back film production with combined costs of $623 million after tax credits.

Which film has the director who is older, Space Probe Taurus or Tom Mix In Arabia?";Tom Mix In Arabia.;Tom Mix In Arabia
"𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Which country Şehzade Ömer Hilmi's father is from?";Turkey;Ottoman Empire
"Shocking Asia II: The Last Taboos
Shocking Asia II: The Last Taboos is a 1985 mondo documentary film written and directed by Rolf Olsen. It is the sequel to 1974's ""Shocking Asia"". It was followed by a sequel ""Shocking Asia III: After Dark"" in 1995.

Which country the director of film Shocking Asia Ii: The Last Taboos is from?";Germany.;Austria
"Evil Bong 2: King Bong
Evil Bong 2: King Bong, (alternate title: Evil Bong 2: Devils Harvest) a 2009 comedy film directed by Charles Band, is the sequel to ""Charles Band's Evil Bong.""

Which film has the director born first, The Bong Connection or The Whole Shootin' Match?";The Whole Shootin' Match.;The Whole Shootin' Match
"Rewind (Find a Way)
Rewind (Find a Way) was the second single to be released of Beverley Knight's second studio album, ""Prodigal Sista"". After the success of the first single ""Made It Back"", which peaked at #21 in UK Singles Chart, the follow-up proved to be disappointing after it peaked at #40. The accompanying video for the single was one of the first videos by acclaimed director Dawn Shadforth.

Where was the performer of song Rewind (Find A Way) born?";Wolverhampton, England.;Wolverhampton
"Anne de Laval, Viscountess of Thouars
Anne de Laval (23 September 1505 – 1554), Princess of Taranto, was a French noblewoman and nominal pretender to the Kingdom of Naples. She was born at Vitré, Ille-et-Vilaine, the daughter of Guy XVI de Laval, count of Laval, and of Charlotte of Aragon, Princess of Taranto. She was the only child of Charlotte to marry and leave heirs, thereby continuing the line of descent of Frederick of Naples. On 23 January 1521 she married François de la Trémoïlle, ""vicomte"" de Thouars. The marriage not only brought the La Trémoïlles the countship of Laval and the Neapolitan claim in 1521, but also the rank of ""princes étrangers"" at the French court. It is also said that she inherited the barony of Laz, as well, although Père Anselme's genealogy of her family makes no mention of it. She died at Craon, aged 48 or 49. Her eldest son, Louis III de La Trémoille, became the first ""duc de Thouars"" in 1599, while her second son, Georges, and third son, Claude, founded the cadet branches of the ""marquises de Royan"" and the ""ducs de Noirmoutier"", respectively.

Who is Anne De Laval, Viscountess Of Thouars's paternal grandfather?";Francis II, Count of Laval.;Jean de Laval
"Who Are You, Mr. Sorge?
Who Are You, Mr. Sorge? is a 1961 French drama film directed by Yves Ciampi. The original French- language name Qui êtes- vous, Monsieur Sorge?

Which film has the director born later, La Soif De L'Or or Forelsket I København?";Forelsket I København;Forelsket I København
"In the Country of Juliets
In the Country of Juliets is a 1992 French drama film directed by Mehdi Charef. It was entered into the 1992 Cannes Film Festival.

Which film was released more recently, In The Country Of Juliets or Requiem For A Dream?";Requiem for a Dream.;Requiem For A Dream
"Boris Mavashev
Boris Mavashev( born 9 May 1939 in Tashkent) is an Israeli seismologist, doctor of geology and ecology, specializing in the geochemical and meteorological precursors of earthquakes.

Who is older, Boris Mavashev or Geraldo Vandré?";Boris Mavashev.;Geraldo Vandré
"Lo Hsiang-lin
Lo Hsiang- lin( 1906 – 1978) was one of the most renowned researchers in Hakka language and culture. His pioneering research in Hakka genealogy showed that the Hakka are Han Chinese.

Who is younger, Lo Hsiao-Ting or Basil Hoffman?";Lo Hsiao-Ting.;Lo Hsiao-Ting
"Star Wars: The Last Jedi
Walt Disney Studios Home Entertainment will release Star Wars: The Last Jedi digitally in HD and 4K via download and Disney Movies Anywhere on March 13, 2018, with an Ultra HD Blu - Ray, Blu - ray, and DVD release on March 27.

Which film was released first, Sunset In Naples or The Storm Rider?";Sunset In Naples.;Sunset In Naples
"Ding Yaping
Ding Yaping( born in 1967), not to be confused with Deng Yaping, is a female Chinese and German former international table tennis player. She won bronze medal's at the 1989 World Table Tennis Championships and the 1991 World Table Tennis Championships in the women's doubles with Li Jun. She later represented Germany.

Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?";No.;yes
"Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Which film has the director who was born earlier, All About Anna or Spy Today, Die Tomorrow?";All About Anna.;Spy Today, Die Tomorrow
"Marco Donadel
Marco Donadel( born 21 April 1983) is an Italian football midfielder.

Who was born first out of Marco Donadel and Carrie Finlay?";Marco Donadel;Marco Donadel
"Unravel
""Unravel"" is the third song on the album ""Homogenic"" by Björk, which was released in 1997. The song features a prominent example of Björk's use of a half-singing, half-speaking technique which, according to folklore specialist Njall Sigurason, is comparable to that of Old Icelandic choirmen. Structurally, the song is made up of a slowly sweeping melody, saxophones, a church organ, and distant-sounding electronic beats. Thematically, the song describes two faraway lovers. One of the lovers realizes that the love between the two of them is unraveling because of factors out of their control. The lover, Björk, seeks to reunite with her lover to rebuild the love lost.

Where was the composer of song Unravel born?";Iceland;Reykjavík
"Meet Me on Broadway
Meet Me on Broadway is a 1946 American comedy film directed by Leigh Jason and written by George Bricker and Jack Henley. The film stars Marjorie Reynolds, Frederick Brady, Jinx Falkenburg, Spring Byington, Allen Jenkins, Gene Lockhart and Loren Tindall. The film was released on January 26, 1946, by Columbia Pictures.

Where was the director of film Meet Me On Broadway born?";New York City.;New York
"Carlos Bee
Carlos Bee (July 8, 1867 – April 20, 1932) was an attorney and politician, serving as U.S. Representative from Texas. He was a son of Hamilton P. Bee and a great-grandson of Thomas Bee, a politician and judge in South Carolina in the Revolutionary and Federal periods.

Where did Carlos Bee's father die?";1867;San Antonio
"Eugene Fubini
Dr. Eugene G. Fubini (1913–1997) was a defense policy maker of the Cold War. He immigrated from Italy to the United States in 1939, and in 1942 joined the war effort, working with America despite his native nationality. He worked on research and engineering of radio and defense electronics in general. Later, Fubini became Assistant Secretary of Defense (1963) and a major voice for the policy of technological supremacy during the Cold War. He also served as the chairman of the U.S. Communications Security board. Dr. Fubini was the son of Mathematician Guido Fubini. The Defense Science Board presents the Eugene G. Fubini Award on an annual basis for distinguished service. The award was established in 1996 by then Secretary of Defense, William Perry. This award is to recognize an individual who has made highly significant contributions to the Department of Defense in an advisory capacity over a sustained period of time. The first recipient was Dr. Eugene G. Fubini.

Where was the father of Eugene Fubini born?";Italy.;Venice
"Alberic III, Count of Tusculum
Alberic III (died 1044) was the Count of Tusculum, along with Galeria, Preneste, and Arce, from 1024, when his brother the count Roman was elected Pope John XIX, until his own death. He was a son of Gregory I and Maria, brother of Popes Benedict VIII and John XIX, and brother-in-law of Thrasimund III of Spoleto.

Who is Alberic Ii Of Spoleto's maternal grandmother?";Itta of Metz.;Theodora
"Man's Favorite Sport?
Man's Favorite Sport? is a 1964 comedy film starring Rock Hudson and Paula Prentiss. Released by Universal Pictures, the movie was directed and produced by Howard Hawks. Hawks intended this movie to be an homage to his own 1938 screwball classic"" Bringing Up Baby"" with Katharine Hepburn and Cary Grant, and unsuccessfully tried to get the original stars to reprise their roles.

Which film was released more recently, An Unreasonable Man or Lay The Favorite?";Lay the Favorite.;Lay The Favorite
"Ameena Begum (politician)
Ameena Begum is a Bangladeshi politician and former Member of Parliament, who popularly known as Dr. Ameena Shafiq. She served as a member of the Jatiya Sangshad from 2001 to 2006, representing women's reserved seat- 31( national 331) for the Bangladesh Jamaat- e- Islami.

What nationality is Ameena Begum's husband?";Indian;Indian
"Marcello: A Sweet Life
Marcello: A Sweet Life is a 2006 Italian documentary film about actor Marcello Mastroianni.

Who was born later, Paolo Marcellini or Dean Evans?";Dean Evans;Dean Evans
"Alexandru Coconul
Alexandru Coconul (14 August 1611 – 26 June 1632) was Hospodar and Voivode of Wallachia from 1623 to 1627 and Hospodar of Moldavia from 1629 to 1630. He was the son of Radu Mihnea, who also was a Hospodar. He married Ruxandra Beglitzi. He was the last of Vlad the Impaler's Romanian bloodline. He died on June 26, 1632, in Istanbul. It is possible that Radu Gioan Bey was his illegitimate son, however no documents reveal a legitimate heir.

Who is the paternal grandfather of Alexandru Coconul?";Radu Dima-Coconul.;Mihnea Turcitul
"Judith Therpauve
Judith Therpauve is a French drama film directed by Patrice Chéreau.

Where was the place of death of the director of film Judith Therpauve?";Annonay;Paris
"Jenny Algelid-Bengtsson
Jenny Algelid- Bengtsson( born 6 March 1976) is a road cyclist from Sweden. At the 2007 European Road Championships she won bronze in the under- 23 women's time trial. She represented her nation at the 2000, 2001 and 2002 UCI Road World Championships.

Who was born later, Richard Longstreth or Jenny Algelid-Bengtsson?";Jenny Algelid-Bengtsson;Jenny Algelid-Bengtsson
"Henri Amédée de Broglie
Henri Amédée de Broglie, Prince de Broglie( February 8, 1849- November 5, 1917).

Who is the father of Auguste-Théodore-Paul De Broglie?";Henri Amédée de Broglie.;Victor de Broglie
"List of most expensive films
Due to the secretive nature of Hollywood accounting it is not clear which film is the most expensive film ever made. Pirates of the Caribbean: On Stranger Tides officially holds the record with a budget of $378.5 million, while The Hobbit trilogy stands as the most expensive back - to - back film production with combined costs of $623 million after tax credits.

Which film has the director died first, Face In The Rain or Above The Rim?";"The director of ""Face In The Rain"" died first.";Face In The Rain
"Maria Caroline Gibert de Lametz
Marie Caroline Gibert de Lametz,( 18 July 1793 – 25 November 1879), was a French stage actress and a Princess Consort and regent de facto of Monaco by marriage to Florestan I, Prince of Monaco.

Who is the mother-in-law of Maria Caroline Gibert De Lametz?";Princess Augusta of Hochberg.;Louise d'Aumont
"Foma Gordeyev (film)
Foma Gordeyev  is a 1959 Soviet drama film directed by Mark Donskoy.

Where was the place of death of the director of film Foma Gordeyev (Film)?";Moscow, Russia.;Moscow
"Passion
Passion, the Passion or the Passions may refer to:

Which film was released earlier, The Pride And The Passion or Lamhe?";The Pride And The Passion.;The Pride And The Passion
"Sand River (Limpopo)
The Sand River or Polokwane River is a watercourse in Limpopo Province, South Africa, a right hand tributary of the Limpopo River. It s new name"" Polokwane River"" is homonymous with the name of the town of Polokwane, formerly Pietersburg, about upriver from its mouth. The Sand River flows by the western edge of this town.

Are Sand River (Limpopo) and Dennis Creek both located in the same country?";Yes.;no
