Prompt;Response;Ground Truth
"Prince Hubertus of Prussia (Hubertus Karl Wilhelm; 30 September 1909 – 8 April 1950) was the third son of Crown Prince Wilhelm of Germany and Duchess Cecilie of Mecklenburg-Schwerin.

Where was the place of burial of the director of film The Secret Of Dr. Kildare?";Hollywood Forever Cemetery.;Forest Lawn Memorial Park
"The Secret of Dr. Kildare is a 1939 American film directed by Harold S. Bucquet and produced by Metro-Goldwyn-Mayer. This was the fourth of a total of ten Dr. Kildare pictures, Lew Ayres starred in the last nine.

What is the date of death of Frederick Michael, Count Palatine Of Zweibrücken's father?";1735;3 February 1735
"Frederick Michael, Count Palatine of Zweibrücken- Birkenfeld( Ribeauvillé, Alsace, 27 February 1724 – 15 August 1767 in Schwetzingen) was a member of the Wittelsbach dynasty. He was the son of Christian III of Palatinate- Zweibrücken and Caroline of Nassau- Saarbrücken and a member of the House of Palatinate- Zweibrücken- Birkenfeld, a branch of the House of Wittelsbach. He was the father of the Bavarian King Maximilian I Joseph.

Who is Gaius Rubellius Blandus's father-in-law?";Frederick Michael.;Drusus Julius Caesar
"Gaius Rubellius Blandus was a Roman senator who lived during the Principate. Blandus was the grandson of Rubellius Blandus of Tibur, a member of the Equestrian class, who was the first Roman to teach rhetoric. He was suffect consul from August to December AD 18 with Marcus Vipstanus Gallus as his colleague. In AD 33, he married Julia Livia, granddaughter of the Roman emperor Tiberius.

Which film was released earlier, Mercadet or Nangna Kappa Pakchade?";Mercadet;Mercadet
"Queens of Langkasuka, which went into production in 2005, was at first called Queens of Pattani, but the name was changed to avoid political connections to the South Thailand insurgency and Pattani separatism, and to tie the story in with the legend of Langkasuka.

Which film has the director born earlier, I Learned It From Father or Sengottai Singam?";I Learned It From Father.;I Learned It From Father
"I Learned It from Father  is a 1964 German comedy film directed by Axel von Ambesser and starring Willy Fritsch, Thomas Fritsch and Gertraud Jesserer. The son of a respectable industrialist leads a wild second life.

Where was the place of death of the director of film Fight Of The Tertia (1952 Film)?";Munich, Germany.;Kreuth
"Fight of the Tertia is a 1929 German silent family film directed by Max Mack and starring Max Schreck, Fritz Richard and Fritz Greiner. It is based on the 1928 novel of the same title by Wilhelm Speyer which was later adapted into a 1952 sound film. Youth gangs clash in a small town on the Baltic Sea. The film's art direction was by Hans Jacoby.

Where was the husband of Dobrodeia Of Kiev born?";Sweden.;Macedonia
"Maria Dobroniega of Kiev (b. aft. 1012 – d. 13 December 1087), was a Kievian Rus princess of the Rurikid dynasty and by marriage Duchess of Poland.

Who is the paternal grandfather of Casimir Ii Of Zator?";Casimir II of Zator's paternal grandfather is Władysław II the Exile.;Casimir I of Oświęcim
"Casimir II of Zator (– 8 January/7 July 1490), was a Duke of Zator during 1468–1474 (with his brothers as co-rulers), and ruler over half of Zator from 1474 until his death (during 1474–1487 with his brother as co-ruler). He was the eldest son of Duke Wenceslaus I of Zator by his wife Maria, daughter of Urban Kopczowski, a noblemen from the Duchy of Siewierz.

Which film has the director who died later, Stolen Identity or Them!?";Stolen Identity;Them!
"Stolen Identity is a 1953 Austrian film directed by Gunther von Fritsch and starring Donald Buka, Joan Camden and Francis Lederer. The film is the English-language version of the film  (1952), directed by Emil-Edwin Reinert, starring Gustav Fröhlich and Cornell Borchers. Besides the two leading roles the cast of both films is essentially the same.

What is the place of birth of the performer of song Git (Song)?";Austria.;Kırklareli
"Git (Turkish: Go) is a song from Candan Erçetin's sixth studio album Krk Kalpler Duranda. The song's lyrics were written by Cemal Safi and composed by Erçetin. It is arranged by Alper Erinç. The third music video of the album was shot for Git in 2011, directed by Bozkurt Bayer and Cihangir Ateaaolu.

Where was the place of death of the director of film Muchachos De La Ciudad?";Los Angeles.;Buenos Aires
"Muchachos de la ciudad is a Argentine film directed and written by José A. Ferreyra.

What is the place of birth of Jehu Grubb's father?";Argentina.;Pennsylvania
"Jehu Grubb (a.k.a. John Grubb) (c. 1781 – 1854), unacknowledged son of the prominent ironmaster Curtis Grubb, was an early settler who became a leading citizen in Plain Township, Stark County, Ohio. Grubb served in the War of 1812, was a justice of the peace, served in the Ohio House of Representatives in 1828 and 1832, and in 1852 donated land for the Whitehall School. Grubb was often called John in various documents, and seems to have used both names himself. His stepson built the beautiful and historic Jacob H. Bair House on what been a corner of Grubb's farm.

Who is the sibling-in-law of Marie Thérèse De Choiseul?";John Grubb;Honoré IV, Prince of Monaco
"Marie Thérèse Françoise de Choiseul (1767–27 July 1794) was a French noblewoman and a Monegasque princess, married to Prince Joseph of Monaco in 1782.

Where was the father of Islam Shah Suri born?";India.;Sasaram
"Ibrahim Shah Suri was the fifth ruler of Sur dynasty, a Pashtun( Afghan) dynasty of late medieval northern India.

When was Ellen Roosval Von Hallwyl's mother born?";Maria van Asbeck was born in 1878.;1 October 1844
"Countess Anna Fridrica Wilhelmina von Hallwyl, née Kempe (1 October 1844  25 July 1930) was a Swedish collector and donor whose accumulation of art and other objects constitute the current Hallwyl Museum in Stockholm.

Which country Marie Antoinette Murat's husband is from?";Italy;German
"Marie Antoinette Murat, (3 January 1793, Labastide-Murat, Lot, French Republic – 19 January 1847, Sigmaringen, Principality of Hohenzollern-Sigmaringen) was a member of the House of Murat. Through her marriage to Charles, Prince of Hohenzollern-Sigmaringen, Marie Antoinette was also a member of the House of Hohenzollern-Sigmaringen and Princess consort of Hohenzollern-Sigmaringen. Marie Antoinette was the niece of Joachim Murat, King of Naples from 1808 to 1815 and a brother-in-law of Napoleon Bonaparte, through marriage to Napoleon's youngest sister, Caroline Bonaparte.

Which film has the director who died later, Taxi! or What Price Hollywood??";Taxi!;What Price Hollywood?
"What Price Hollywood? is a 1932 American pre-Code drama film directed by George Cukor and starring Constance Bennett with Lowell Sherman. The screenplay by Gene Fowler, Rowland Brown, Jane Murfin, and Ben Markson, is based on a story by Adela Rogers St. Johns and Louis Stevens.

Which film has the director who was born first, La Môme Vert-De-Gris or The Pod People?";La Môme Vert-De-Gris.;La Môme Vert-De-Gris
"The Pod People( original title Los nuevos extraterrestres, literally The New Extraterrestrials) is a 1983 French- Spanish science fiction film directed by Juan Piquer Simón. The film's original draft was meant to be a straightforward horror film about an evil alien on a murderous rampage, but the producers demanded script alterations in order to cash in on the success of Steven Spielberg's E.T. the Extra- Terrestrial by featuring a child and a cute, lovable alien. Director Simón was dissatisfied with the final result. The film was largely forgotten until 1991, when it was lampooned by B movie- mocking cult TV series Mystery Science Theater 3000.

Who died later, A. V. Aryan or Sadie Heath Cabaniss?";Sadie Heath Cabaniss died later.;A. V. Aryan
"Sadie Heath Cabaniss( October 8, 1865 – July 11, 1921) was a pioneer for nursing in Virginia and developed the first training school for nurses that followed the Nightingale plan. Her training school lives on to this day and is now the School of Nursing at Virginia Commonwealth University. In addition, Cabaniss was the founder of the Charter Member and First President of the Virginia State Association of Nurses( now the Virginia Nurses Association). Finally, she was the President and original member of the Virginia State Board of Examiners of Nurse Founder of the Nurses Settlement, forerunner of the Instructive Visiting Nurses Association. Sadie Health Cabaniss was inducted into the American Nurses Association Hall of Fame on July 1, 2002 at the ANA Convention in Philadelphia, Pennsylvania.

Which film was released earlier, Son Contento or Tadbir?";"""Son Contento"" was released earlier.";Tadbir
"Tadbir( Fate) is a 1945 Indian Bollywood film. It was the fifth- highest- grossing Indian film of 1945. The film was directed by Jayant Desai under his Jayan Desai Productions banner and had music composed by Lal Mohammed, with lyrics written by Swami Ramanand Saraswati. The film starred K. L. Saigal, Suraiya, Mubarak, Jillobai, Rehana and Shashi Kapoor.

Which film has the director who is older than the other, Chinese In Paris or March Of The Penguins? ";March of the Penguins.;Chinese In Paris
"March of the Penguins( French La Marche de l'empereur) is a 2005 French feature- length nature documentary directed and co-written by Luc Jacquet, and co-produced by Bonne Pioche and the National Geographic Society. The documentary depicts the yearly journey of the emperor penguins of Antarctica. In autumn, all the penguins of breeding age( five years old and over) leave the ocean, which is their normal habitat, to walk inland to their ancestral breeding grounds. There, the penguins participate in a courtship that, if successful, results in the hatching of a chick. For the chick to survive, both parents must make multiple arduous journeys between the ocean and the breeding grounds over the ensuing months. It took one year for the two isolated cinematographers Laurent Chalet and Jérôme Maison to shoot the documentary, which was shot around the French scientific base of Dumont d' Urville in Adélie Land.  March of the Penguins was released in France on January 26, 2005 by Buena Vista International and in the United States by Warner Independent Pictures on June 24, 2005. The documentary won the 2006 Oscar for Best Documentary Feature. On June 1, 2010, a home video release in France included the movie in the Disneynature collection. The documentary had a 2007 follow- up movie, Arctic Tale, which only took in at the box office$ 1.8 million worldwide. A direct sequel titled March of the Penguins 2: The Next Step( aka March of the Penguins 2: The Call) was released in France in 2017 by Disneynature. It was released in the United States exclusively on Hulu on March 23, 2018.

Who is the spouse of the director of film Marie-Jo And Her Two Lovers?";Marie-Jo And Her Two Lovers? Emmanuelle Béart.;Ariane Ascaride
"Marie-Jo and Her Two Lovers  is a 2002 French drama film directed by Robert Guédiguian. It was entered into the 2002 Cannes Film Festival.

Where was the place of death of Johanna Sibylla Of Hanau-Lichtenberg's mother?";Bergzabern.;Bouxwiller
"Johanna Sibylla of Hanau-Lichtenberg (6 July 1564 at Château de Lichtenberg – 24 March 1636 in Runkel) was the first child of Philipp V, Count of Hanau-Lichtenberg from his first marriage with Countess Ludowika Margaretha of Zweibrücken-Bitsch (1540-1569).

Who is the spouse of the performer of song Pump-Pump?";Jean-Christophe Bouvet;Eva-Riitta Siitonen
"Pumpin' Up the Party is a pop song by American recording artist and actress Miley Cyrus. She is performing as Hannah Montana – the alter ego of Miley Stewart, a character she played on the Disney Channel television series Hannah MontanaPumpin' Up the Party was written and produced by Jaime Houston. The song was released to Radio Disney as promotion for the series and its first soundtrack, Hannah Montana. The song has teen pop and dance-pop influences. In the United States, the song peaked at number eighty-one on the Billboard Hot 100 and within the top seventy on the Pop 100. Its appearance on the Billboard Hot 100 made Cyrus the first act to have six songs debut on the chart in the same week. A music video for Pumpin' Up the Party was taken from footage of a concert performance. Cyrus, dressed as Hannah Montana, performed the song during the Best of Both Worlds Tour.

Who was born first out of Marie Agba-Otikpo and Mariam El-Masri?";Marie Agba-Otikpo.;Marie Agba-Otikpo
"Senator Isa Mohammed is a Nigerian politician who was elected to the national senate to represent the Niger Central constituency in April 1999, and was reelected in April 2003. Born in 1948 of Nupe origins, his father Waziri Bagudu was a member of the Ibadan Municipal Council in the 1950s. Isa Mohammed attended Ansarudeen College, Isolo. He was a director of NICON from 1991 to 1993. Isa Mohammed was elected to the Niger Central senatorial constituency of Niger state on the People's Democratic Party( PDP) platform in April 1999 at the start of the Nigerian Fourth Republic. He was appointed vice chairman of the Public Accounts Committee. In October 2004, he made the headlines when he slapped fellow- senator Mrs Iyabo Anisulowo, chairperson of the Senate Committee on State and Local Government Affairs, outside the lobby of the National Assembly. The Guardian reported that dispute may be related to disbursals of her committee's funds. The Senate responded by suspending him for two weeks.

Who is the father of the director of film Little Joe (Film)?";Waziri Bagudu;Rudolf Hausner
"Little Joe is a 2019 internationally co-produced drama film directed by Jessica Hausner. It was selected to compete for the Palme d'Or at the 2019 Cannes Film Festival. At Cannes, Emily Beecham won the award for Best Actress. Beecham stars as Alice Woodard, a plant breeder and single mother who creates Little Joe a plant that gives its caretakers joy.

Are Six Dance Lessons In Six Weeks (Film) and Article 99 both from the same country?";No.;no
"Six Dance Lessons in Six Weeks is a 2001 play by American playwright Richard Alfieri. It is a play with only two characters: Lily Harrison, the formidable widow of a Baptist minister, and Michael Minetti, a gay and acerbic dance instructor hired to give her dancing lessons. It premiered at the Geffen Playhouse in Los Angeles (with Uta Hagen and David Hyde Pierce in its two roles) before moving to Broadway. It has gone on to performances in 24 countries and been translated into 14 languages.

Which film has the director born later, The Secret Of The Blue Room or The Star Chamber?";The Star Chamber;The Star Chamber
"The Mystery of the Blue Room (Czech: Záhada modrého pokoje) is a 1933 Czechoslovak mystery film, directed by Miroslav Cikán. It is a remake of the German film Secret of the Blue Room (1932). It stars Karel Hašler, František Kováík, and Jaroslav Marvan.

Which film has the director who died later, Swarg Narak or Antardhan?";Swarg Narak;Swarg Narak
"Antardhan is a Bengali thriller drama film directed by Tapan Sinha and produced by Naba Chanda based on a true story of disappearance of a lady. This film was released in 1992. this is the debut film of Bengali actor Sabyasachi Chakraborty.

Which film has the producer who was born earlier, Term Life or Housefull 2?";Housefull 2;Housefull 2
"Housefull 2( also known as Housefull 2: The Dirty Dozen) is an 2012 Indian Hindi- language action comedy film directed by Sajid Khan and produced by Sajid Nadiadwala under the banner of Nadiadwala Grandson Entertainment. An uncredited remake of the Malayalam film Mattupetti Machan, it is distributed by Eros International, with songs composed by Sajid – Wajid.  Housefull 2 is the second installment of the Housefull film franchise. The film features an large ensemble cast of Akshay Kumar, John Abraham, Asin, Jacqueline Fernandez, Riteish Deshmukh, Shreyas Talpade, Zareen Khan, Shazahn Padamsee, Chunky Pandey, Mithun Chakraborty, Rishi Kapoor and Randhir Kapoor, while Johnny Lever, Boman Irani, Neelu Kohli, and Suparna Marwah appear in brief roles, with Malaika Arora in an item number.  Housefull 2 theatrically released in cinemas on 5 April 2012. Made on a budget of, it received mixed reviews from critics, but its collection and buzz before release was more than its predecessor. With a worldwide gross of, the film proved to be a major economic success, the fifth highest- grossing Bollywood film of 2012 and among the highest- grossing Indian films of all time.

Which film was released more recently, Marriage License? or Maalgudi Days?";Maalgudi Days;Maalgudi Days
"Marriage License? is a 1926 American drama film directed by Frank Borzage and written by Bradley King and Elizabeth Pickett Chevalier. It is based on the 1925 play The Pelican by F. Tennyson Jesse and H. M. Harwood. The film stars Alma Rubens, Walter McGrail, Richard Walling, Walter Pidgeon, Charles Lane and Emily Fitzroy. The film was released on September 5, 1926, by Fox Film Corporation.

Which film whose director was born first, Sword Of The Empire or Seven Guns For Timothy?";Sword Of The Empire.;Sword Of The Empire
"Seven Guns for Timothy, also known as 7 magnifiche pistole and Seven Magnificent Guns, is a 1966 Italian-Spanish Western directed by Romolo Guerrieri, written by Giovanni Simonelli and José Antonio de la Loma and starring Sean Flynn.

Which film has the director who died later, The Mystic Masseur or Butter Fingers?";"The director who died later is Romolo Guerrieri who directed ""Seven Guns for Timothy.""";The Mystic Masseur
"Butter Fingers is a 1925 American film directed by Del Lord.

Who is John Of Hesse-Braubach's co-husband?";Anne of Cleves.;John George I, Duke of Saxe-Eisenach
"John of Hesse-Braubach (17 June 1609, Darmstadt - 1 April 1651, Ems) was a German nobleman and general. He was the Landgrave of Hesse-Braubach. His parents were Louis V, Landgrave of Hesse-Darmstadt and Magdalene of Brandenburg. He was married on 30 September 1647 to Johannetta of Sayn-Wittgenstein, the daughter of Ernest, Count of Sayn-Wittgenstein-Sayn and Louise Juliane of Erbach. The marriage was childless. Johannetta later married Johann Georg I, Duke of Saxe-Eisenach.

Where does the director of film All For Love (2012 Film) work at?";Televisa;China University of Political Science and Law
"All for Love is a 2012 Chinese romantic comedy film directed by Jiang Ping and written by Zhu Ping and Xu Yiwen, starring Ariel Aisin-Gioro, Che Yongli, Alec Su, and Ju Wenpei. All For Love was released in China on 26 October 2012.

Which film was released more recently, The Master Man or Ashokavanam?";Ashokavanam;Ashokavanam
"The Master Man is a 1919 silent film drama directed by Ernest C. Warde and produced by and starring Frank Keenan. It was distributed by Pathé Exchange films.

Which film has the director died later, Rhythm In The Clouds or September Affair?";"""September Affair""";Rhythm In The Clouds
"Rhythm in the Clouds is a 1937 American film directed by John H. Auer.

Where was the place of burial of Nebetah's mother?";Valley of the Kings.;KV35
"Isetnofret was an Ancient Egyptian woman and daughter of the high priest of Ptah and king's son Khaemweset( lived around 1200 BC). She appears on two monuments close to her father. On a statue of Khaemweset found at Medinet Madi she is shown on the back pillar and called daughter of his body. On a relief found at Saqqara she is called his beloved daughter and king's daughter. Evidently she was not the daughter of a king, but was the granddaughter of king Ramses II, as Khaemweset was the son of the latter. Isetnofret was most likely buried at Saqqara close to a monument dedicated to Khaemweset. There a tomb was discovered with a huge limestone sarcophagus that is inscribed for the noble woman Isetnofret. The place of the tomb next to the building dedicated to Khaemwaset, makes it very likely that this is the burial of his daughter Isetnofret.

Where was the place of death of George Of Lencastre, 2Nd Duke Of Aveiro's father?";Torture chamber in Torre de Belem.;Coimbra
"Jorge de Lencastre, or George of Lencastre( Azeitão, 1594 – Lisbon, 1632) was the older son of Dom Álvaro and Juliana of Lencastre, 3rd Dukes of Aveiro. As heir of the Dukes of Aveiro, he was 3rd Marquis of Torres Novas and, due to King Philip I ’s special grant, he also became the 1st Duke of Torres Novas. However, he never inherited the Dukedom of Aveiro, once he died before his mother. He married twice:

Who is Duchess Marie Louise Of Mecklenburg-Schwerin's paternal grandfather?";Duke Louis of Mecklenburg-Schwerin.;Frederick Francis I, Grand Duke of Mecklenburg-Schwerin
"Duchess Marie Louise of Mecklenburg-Schwerin (31 March 180326 October 1862) was daughter of Frederick Louis, Hereditary Grand Duke of Mecklenburg-Schwerin and consort of Georg, Duke of Saxe-Altenburg.

Who lived longer, Lydia Knott or Maria Dulębianka?";Lydia Knott.;Lydia Knott
"Maria Dulbianka( 21 October 1861 – 7 March 1919) was a Polish artist and activist. Born into a family of landed gentry, she attended finishing school in Kraków and then studied art in Warsaw and in Vienna and Paris. Her work was recognized in the 1900 Paris Exposition and her Studium dziewczyny( Girls' Studio) was purchased by the National Museum in Kraków. After 1889, the majority of her paintings were of her companion Maria Konopnicka. Dulbianka was active in the women's movement pressing for women to be admitted to the Kraków Academy of Fine Arts and for the establishment of a gymnasium in Lviv for girls to gain access to higher education. She published articles and gave lectures on women's issues. Active in the fight for women's suffrage, she ran as a candidate in the 1908 election for the Parliament of Galicia, but was rejected because she was a woman. Undiscouraged, she continued to strive for social equality, Polish independence, and cooperation between Poles and Ukrainians. Dulbianka founded the Women's Electoral Committee to press for women's inclusion in the Lviv City Council, the Union of Women's Rights, the Men's League for the Defense of Women's Rights and the Women's Civic Work Committee. As the leader of the Civic Work Committee, she established kitchens for the poor, children's nurseries, and a club to care for street children and orphans. Under the occupation of Lviv by the Imperial Russian Army and during the Polish – Ukrainian War, she organized humanitarian aid. She contracted typhus while assisting prisoners of war and died in 1919. Dulbianka is remembered as a pioneer of women's rights in Poland.

What is the place of birth of Princess Raiyah Bint Hussein's father?";Amman, Jordan.;Amman
"Princess Raiyah bint Hussein (born 9 February 1986) is the youngest daughter of King Hussein of Jordan and Queen Noor. She has two brothers Hamzah and Hashem and an elder sister Princess Iman. She is a half-sister to King Abdullah II of Jordan.

Which film has the director who is older, The Gentle Sex or The Searchers?";The Gentle Sex.;The Gentle Sex
"The Gentle Sex is a 1943 British, black-and-white romantic comedy-drama war film directed and narrated by Leslie Howard. It was produced by Concanen Productions, Two Cities Films and Derrick de Marney. The Gentle Sex was Howard's last film before his death.

Where did the director of film Torrid Zone die?";The Bahamas.;New York
"Torrid Zone is a 1940 adventure film directed by William Keighley and starring James Cagney, Ann Sheridan, and Pat O'Brien.

What nationality is Horace Seymour's father?";American.;Great Britain
"Lord George Seymour- Conway( 21 July 1763 – 10 March 1848), known as Lord George Seymour, was a British politician. A member of the Seymour family headed by the Duke of Somerset, Seymour was the seventh son and youngest child of Francis Seymour- Conway, 1st Marquess of Hertford, and Lady Isabella, daughter of Charles FitzRoy, 2nd Duke of Grafton. He was the brother of Francis Ingram- Seymour- Conway, 2nd Marquess of Hertford, Lord Henry Seymour, Lord Robert Seymour, Lord Hugh Seymour and Lord William Seymour. He was returned to the Parliament of Great Britain as one of two representatives for Orford in 1784, a seat he held until 1790. He later represented Totnes between 1796 and 1801. Seymour married Isabella, daughter of Reverend the Honourable George Hamilton, in 1795. Their son Sir George Hamilton Seymour was a diplomat. Seymour died on 10 March 1848, aged 84, and is buried in St. Andrew's Church, Waterloo Street Hove in Sussex

Which country the performer of song That'S Good, That'S Bad (Frankie Laine Song) is from?";United States.;America
"That's Good, That's Bad is a 1951 hit song sung by and written by Jo Stafford and Frankie Laine.

Where was the composer of film Post Master born?";Georgia.;Karnataka
"Post Master (Kannada:  ) is a 1964 Indian Kannada film, directed and produced by G. V. Iyer. The film stars B. M. Venkatesh, G. V. Shivaraj, Vandhana and Balakrishna in the lead roles. The film has musical score by Vijaya Bhaskar.

Where was the place of death of Carl Gustaf Creutz's father?";Helsinki.;Öland
"Carl Gustaf Creutz (16601728) was a Swedish general. Carl Gustaf Creutz was the youngest son of Lorentz Creutz Sr. and Elsa Jacob Daughter Duwall. He served as a page of Charles XI and experienced the Scanian War. By 1691 he was a captain in the Household Cavalry Regiment under Charles XII. The Great Northern War began in 1700 and Creutz landing in Zealand. He distinguished himself at the battles of Petschora and Kletsh (in present-day Poland). Promotions to major and lieutenant colonel then came quickly. Creutz became a colonel in 1704. The Battle of Poltava in 1709 brought Creutz command of the entire cavalry. However, he had to surrender soon after Perevolotnya. After Count Piper's death, he was the senior Swedish prisoner in Russia, of which his extant correspondence bears visible witness. In 1722, he was able to return to Sweden and service in the cavalry.

Where was the director of film Outlaw: The Saga Of Gisli born?";Iceland.;Reykjavík
"Outlaw: The Saga of Gisli  is an Icelandic film adaptation of the Gísla saga, the story of ablood feud set in 10th-century Iceland. It was directed by Ágúst Guðmundsson in 1981. The film was released on 17 February 1984 to critical acclaim in Sweden, and then in West Germany. Written and directed by Ágúst Guðmundsson, the theatrical version of the Saga of Gisli Sursson was praised as a culturally accurate representation of the time period. The film was selected as the Icelandic entry for the Best Foreign Language Film at the 54th Academy Awards, but was not accepted as a nominee.

Who is Ermengarde Of Tuscany's paternal grandfather?";Boso of Tuscany.;Adalbert I, Margrave of Tuscany
"Ermengarde of Tuscany( also Ermengarda Hermengarda)( 931/ 2) was a medieval Italian noblewoman. She was the daughter of Bertha of Lotharingia and Adalbert II, Margrave of Tuscany. She was countess of Ivrea through marriage to Adalbert I of Ivrea. Alongside her half- brother Hugh of Italy Ermengarde was an important opponent of Rudolf II of Burgundy ’s rule in Italy.

Which country the director of film Ata Pata Laapata is from?";India;Indian
"Ata Pata Laapata  is a 2012 Indian musical political satire film from first-time director Rajpal Yadav, who is also the protagonist in the film. Other than Yadav, the film stars the ensemble cast of Asrani, Om Puri, Ashutosh Rana, Manoj Joshi, Govind Namdeo, Dara Singh, Vikram Gokhale, Vijay Raaz, and Satyadev Dubey. The film was produced by Yadav's wife Radha Yadav. The film was a commercial failure and panned for its weak script.

Where was the wife of Jesús Aguirre born?";Unknown;Liria Palace
"María Ana Carcelén de Guevara y Larrea- Zurbano, 5th Marquise of Villarocha and 7th Marquise of Solanda( 27 July 180515 December 1861) was an Ecuadorian aristocrat and the wife of the Venezuelan independence leader Antonio José de Sucre. She is considered the 1st First Lady of Bolivia.

Who is the paternal grandmother of Princess Louise Of Denmark (1726–1756)?";Princess Charlotte Amalie of Denmark.;Louise of Mecklenburg-Güstrow
"Princess Louise of Denmark( Louise Caroline Josephine Sophie Thyra Olga)( 17 February 1875 – 4 April 1906) was a Danish princess, the third child and oldest daughter of Frederick VIII of Denmark and his wife, Princess Louise of Sweden and Norway.

What is the award that the performer of song In My Mind (Heather Headley Song) got?";Tony Award.;Tony Award for Best Actress in a Musical
"In My Mind is a song by American recording artist Shannon Sanders from his debut studio album, Outta Nowhere (1999). The song was covered by Trinidadian recording artist Heather Headley for her second studio album of the same name (2006). It was released on September 27, 2005 as the album's lead single, peaking at number seventy-five on the Billboard Hot 100 in early April 2006, while the song's remixes by the Freemasons and Dave Hernandez topped the Hot Dance Club Play. Headley's version of the track appeared on the April 20, 2008 episode of the comedy-drama television series The Game, titled Bury My Heart at Wounded Knee.

Which film has the director died later, El Túnel 6 or A Life At Stake?";A Life At Stake;El Túnel 6
"A Life at Stake is a 1954 American film noir directed by Paul Guilfoyle. It stars Angela Lansbury and Keith Andes.

What nationality is the composer of song Inescapable (Song)?";Australian;American
"Inescapable is a song by Australian recording artist Jessica Mauboy. It was written by Diane Warren and produced by Youngboyz, Anthony Egizii and David Musumeci.  Inescapable was sent to Australian contemporary hit radio on 4 July 2011, and was released for digital download on 15 July 2011 as the first single from the deluxe edition of Mauboy's second studio album  Get 'Em Girls. The song's lyrics revolve around a relationship all gone wrong but also a celebration. Inescapable peaked at number four on the ARIA Singles Chart and became Mauboy's highest-charting single since 2008's Burn. It was certified double platinum by the Australian Recording Industry Association (ARIA). The accompanying music video was directed by Mark Alston and features scenes of Mauboy on different coloured backdrops and a dedication to Jay Dee Springbett.

Which film was released earlier, Rocky'S Knife or Buscando A Miguel?";Buscando A Miguel was released earlier.;Rocky'S Knife
"Rocky's Knife is a 1967 West German thriller film directed by Joachim Mock and starring Michael Miller, Karl- Josef Cramer and Thomas Rau.

Which film whose director is younger, Daar Doer In Die Bosveld or Return Of Halleluja?";Daar Doer In Die Bosveld.;Return Of Halleluja
"The Return to Homs is a 2013 Syrian- German documentary film written and directed by Talal Derki. It is produced by Orwa Nyrabia and Hans Robert Eisenhauer while Diana El Jeiroudi served as the associate producer. The film premiered in- competition at the 2013 International Documentary Film Festival Amsterdam on November 20, 2013, as the opening film of the festival. The film also premiered in- competition in the World Cinema Documentary Competition at 2014 Sundance Film Festival on January 20, 2014. It won the Grand Jury Prize award at the festival. After its premiere at the Sundance Film Festival, Journeyman Pictures acquired the worldwide distribution rights of the film. The film's TV rights has been previously sold to ARTE for France and Germany, NHK for Japan, RTS for Switzerland, SVT for Sweden, and Radio Canada. It also served as the closing film at 2014 Human Rights Film Festival on March 28, 2014.

Where was the place of burial of Adèle Hugo's father?";Guernsey.;Panthéon
"Adèle Hugo( 24 August 1830 – 21 April 1915) was the fifth and youngest child of French writer Victor Hugo. She is remembered for developing schizophrenia as a young woman, which led to a romantic obsession with a British military officer who rejected her. Her story has been retold in film and books, such as The Story of Adèle H.

Where was the father of Prabhu (Actor) born?";Sivakasi, India.;Villupuram
"Prabhu Ganesan (born 27 December 1956) or known professionally by just his first name Prabhu is an Indian film actor, businessman and film producer who has predominantly appeared in Tamil language films. He is the son of veteran actor Sivaji Ganesan, while his son Vikram Prabhu is also a Tamil actor. After making his debut in Sangili (1982), the actor has played a series of leading and supporting roles, earning the Best Actor award recognition by the Tamil Nadu state for his portrayal in Chinna Thambi (1992). He has worked in more than 200 films as lead roles, supporting roles in Tamil, Telugu, Malayalam and Kannada languages.

Who is Princess Franziska Of Hohenlohe-Waldenburg-Schillingsfürst's sibling-in-law?";Vikram Prabhu;Charles I of Austria
"Princess Franziska of Hohenlohe-Waldenburg-Schillingsfürst (Franziska Maria Anna; 21 June 1897 – 12 July 1989) was the wife of Archduke Maximilian Eugen of Austria.

Who lived longer, Gustav Philipp Mörl or Giuseppe Diotti?";Gustav Philipp Mörl.;Gustav Philipp Mörl
"Girolamo Maria Gotti, O.C.D. (29 March 1834, Genoa; died 19 March 1916, Rome), sometimes erroneously called Giuseppe Gotti, was a friar of the Discalced Carmelite Order, who served in various offices of the Holy See as a cardinal of the Roman Catholic Church.

When did Jacob Van Huysum's father die?";1736;April 23, 1716
"Justus van Huysum, also spelled Huijsum,( July 8, 1659 in Amsterdam – April 23, 1716 in Amsterdam) was a Dutch Golden Age painter.

Who died later, George Grenfell-Baines or Veit Amerbach?";George Grenfell-Baines died later.;George Grenfell-Baines
"George Grenfell Glyn, 2nd Baron Wolverton PC( 10 February 1824 – 6 November 1887), was a British Liberal politician. He held office in three of the Liberal administrations of William Ewart Gladstone.

Who lived longer, Andrzej Markowski or François Missoffe?";Andrzej Markowski.;François Missoffe
"Zofia Wojciechowska- Grabska( April 27, 1905 – October 10, 1992) was a Polish painter. She was the daughter of President of Poland Stanisaw Wojciechowski and First Lady Maria Wojciechowska.

Who was born earlier, Elmer W. Conti or Seth Joshua?";Elmer W. Conti was born earlier.;Seth Joshua
